title,year,genres_ml,rating_movielens
13th warrior the,1999,"['Action', 'Adventure', 'Fantasy']",2.9
astronauts wife the,1999,"['Horror', 'Sci-Fi', 'Thriller']",2.27
dudley doright,1999,"['Children', 'Comedy']",1.5
muse the,1999,['Comedy'],3.07
chill factor,1999,"['Action', 'Adventure', 'Comedy', 'Thriller']",1.0
outside providence,1999,['Comedy'],3.5
bedrooms hallways,1998,"['Comedy', 'Romance']",3.0
west beirut west beyrouth,1998,['Drama'],4.0
stigmata,1999,"['Drama', 'Thriller']",2.87
stir of echoes,1999,"['Horror', 'Mystery', 'Thriller']",3.53
black cat white cat crna macka beli macor,1998,"['Comedy', 'Romance']",3.94
minus man the,1999,"['Drama', 'Mystery']",2.67
adventures of milo and otis the koneko monogatari,1986,"['Adventure', 'Children', 'Comedy', 'Drama']",3.86
only angels have wings,1939,"['Adventure', 'Drama', 'Romance']",3.0
othello tragedy of othello the moor of venice the,1952,['Drama'],4.0
saturn 3,1980,"['Adventure', 'Sci-Fi', 'Thriller']",3.25
soldiers story a,1984,['Drama'],4.0
i saw what you did,1965,['Thriller'],3.0
yellow submarine,1968,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']",3.29
american beauty,1999,"['Drama', 'Romance']",4.06
stop making sense,1984,"['Documentary', 'Musical']",3.86
blue streak,1999,['Comedy'],2.61
for love of the game,1999,"['Comedy', 'Drama']",3.38
caligula,1979,['Drama'],1.0
hard days night a,1964,"['Adventure', 'Comedy', 'Musical']",3.47
sugar town,1999,['Comedy'],4.0
buddy holly story the,1978,['Drama'],3.6
fright night,1985,"['Comedy', 'Horror', 'Thriller']",3.58
fright night part ii,1988,['Horror'],2.0
barefoot in the park,1967,['Comedy'],3.31
deliverance,1972,"['Adventure', 'Drama', 'Thriller']",3.9
excalibur,1981,"['Adventure', 'Fantasy']",3.64
pajama game the,1957,"['Comedy', 'Musical', 'Romance']",3.67
sommersby,1993,"['Drama', 'Mystery', 'Romance']",2.95
thumbelina,1994,"['Animation', 'Children', 'Fantasy']",2.0
tommy,1975,['Musical'],3.0
hell night,1981,['Horror'],2.0
armour of god ii operation condor operation condor fei ying gai wak,1991,"['Action', 'Adventure', 'Comedy']",3.21
armour of god long xiong hu di,1987,"['Action', 'Adventure', 'Comedy']",3.08
double jeopardy,1999,"['Action', 'Crime', 'Drama', 'Thriller']",3.03
jakob the liar,1999,['Drama'],2.0
mumford,1999,"['Comedy', 'Drama']",3.2
dog park,1998,"['Comedy', 'Romance']",2.0
guinevere,1999,"['Drama', 'Romance']",2.0
adventures of elmo in grouchland the,1999,"['Children', 'Comedy']",1.5
simon sez,1999,"['Action', 'Comedy']",1.0
drive me crazy,1999,"['Comedy', 'Romance']",2.1
mystery alaska,1999,"['Comedy', 'Drama']",3.75
three kings,1999,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",3.71
happy texas,1999,['Comedy'],4.0
new rose hotel,1998,"['Action', 'Drama']",1.0
plunkett macleane,1999,"['Action', 'Adventure', 'Drama']",3.0
romance,1999,"['Drama', 'Romance']",4.0
alvarez kelly,1966,['Western'],3.0
and the ship sails on e la nave va,1983,"['Comedy', 'War']",4.0
dark half the,1993,"['Horror', 'Mystery']",2.0
gullivers travels,1939,"['Adventure', 'Animation', 'Children']",3.0
monkey shines,1988,"['Horror', 'Sci-Fi']",2.5
phantasm,1979,"['Horror', 'Sci-Fi']",2.89
psycho ii,1983,"['Horror', 'Mystery', 'Thriller']",2.5
psycho iii,1986,"['Horror', 'Thriller']",2.5
sanjuro tsubaki sanjuro,1962,"['Action', 'Adventure', 'Drama']",4.25
random hearts,1999,"['Drama', 'Romance']",2.57
superstar,1999,['Comedy'],3.57
boys dont cry,1999,['Drama'],3.55
limey the,1999,"['Crime', 'Drama', 'Thriller']",3.89
risky business,1983,['Comedy'],3.44
total recall,1990,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.65
body heat,1981,"['Crime', 'Thriller']",4.0
ferris buellers day off,1986,['Comedy'],3.84
year of living dangerously the,1982,"['Drama', 'Romance', 'War']",3.81
high plains drifter,1973,['Western'],4.18
hang em high,1968,"['Crime', 'Drama', 'Western']",3.6
drunken master jui kuen,1978,"['Action', 'Comedy']",4.05
conformist the conformista il,1970,['Drama'],4.1
hairspray,1988,"['Comedy', 'Drama']",3.32
brief encounter,1946,"['Drama', 'Romance']",3.5
razors edge the,1984,['Drama'],3.5
reds,1981,"['Drama', 'Romance']",3.25
return with honor,1998,['Documentary'],3.5
time of the gypsies dom za vesanje,1989,"['Comedy', 'Crime', 'Drama', 'Fantasy']",4.17
days of heaven,1978,['Drama'],3.67
lady eve the,1941,"['Comedy', 'Romance']",4.0
sullivans travels,1941,"['Adventure', 'Comedy', 'Romance']",4.0
palm beach story the,1942,['Comedy'],4.1
niagara,1953,"['Drama', 'Thriller']",
gilda,1946,"['Drama', 'Film-Noir', 'Mystery', 'Romance']",4.0
south pacific,1958,"['Musical', 'Romance', 'War']",3.78
flashdance,1983,"['Drama', 'Romance']",2.88
indochine,1992,"['Drama', 'Romance']",4.17
dirty dozen the,1967,"['Action', 'Drama', 'War']",3.97
help,1965,"['Comedy', 'Musical']",3.36
goldfinger,1964,"['Action', 'Adventure', 'Thriller']",3.84
from russia with love,1963,"['Action', 'Adventure', 'Thriller']",3.75
dr no,1962,"['Action', 'Adventure', 'Thriller']",3.71
blue lagoon the,1980,"['Adventure', 'Drama', 'Romance']",2.46
fistful of dollars a per un pugno di dollari,1964,"['Action', 'Western']",3.94
sydney hard eight,1996,"['Crime', 'Drama', 'Thriller']",3.54
home alone 2 lost in new york,1992,"['Children', 'Comedy']",2.52
someone to watch over me,1987,"['Action', 'Crime', 'Thriller']",3.17
fight club,1999,"['Action', 'Crime', 'Drama', 'Thriller']",4.27
story of us the,1999,"['Comedy', 'Drama']",2.4
fever pitch,1997,"['Comedy', 'Romance']",3.0
julien donkeyboy,1999,['Drama'],1.0
omega code the,1999,['Action'],2.0
straight story the,1999,"['Adventure', 'Drama']",3.93
bad seed the,1956,"['Drama', 'Thriller']",4.0
time bandits,1981,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",3.73
man and a woman a un homme et une femme,1966,"['Drama', 'Romance']",5.0
fitzcarraldo,1982,"['Adventure', 'Drama']",3.38
all that jazz,1979,"['Drama', 'Fantasy', 'Musical']",4.08
red sorghum hong gao liang,1987,"['Drama', 'War']",5.0
crimes and misdemeanors,1989,"['Comedy', 'Crime', 'Drama']",3.92
bats,1999,"['Horror', 'Thriller']",2.5
best man the,1999,"['Comedy', 'Drama']",3.0
bringing out the dead,1999,['Drama'],3.42
crazy in alabama,1999,"['Comedy', 'Drama']",3.0
three to tango,1999,"['Comedy', 'Romance']",3.0
body shots,1999,['Drama'],3.0
guardian the,1990,"['Horror', 'Thriller']",2.0
ipcress file the,1965,['Thriller'],4.0
on any sunday,1971,['Documentary'],4.5
robocop,1987,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",3.37
robocop 2,1990,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",2.64
who framed roger rabbit,1988,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']",3.57
melvin and howard,1980,['Drama'],4.0
for your eyes only,1981,"['Action', 'Adventure', 'Thriller']",3.55
licence to kill,1989,"['Action', 'Adventure', 'Thriller']",3.32
live and let die,1973,"['Action', 'Adventure', 'Thriller']",3.7
rawhead rex,1986,"['Horror', 'Thriller']",3.5
thunderball,1965,"['Action', 'Adventure', 'Thriller']",3.48
house on haunted hill,1999,"['Horror', 'Thriller']",2.43
music of the heart,1999,['Drama'],3.12
being john malkovich,1999,"['Comedy', 'Drama', 'Fantasy']",3.95
princess mononoke mononokehime,1997,"['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']",3.96
my best fiend mein liebster feind,1999,['Documentary'],4.0
train of life train de vie,1998,"['Comedy', 'Drama', 'Romance', 'War']",4.5
bachelor the,1999,"['Comedy', 'Romance']",2.55
bone collector the,1999,['Thriller'],2.84
insider the,1999,"['Drama', 'Thriller']",3.74
american movie,1999,['Documentary'],3.75
last night,1998,"['Drama', 'Sci-Fi']",4.0
rosetta,1999,['Drama'],4.0
they shoot horses dont they,1969,['Drama'],3.25
bride of reanimator,1990,"['Comedy', 'Horror']",4.0
bustin loose,1981,['Comedy'],2.0
coma,1978,['Thriller'],3.67
creepshow,1982,['Horror'],3.07
creepshow 2,1987,['Horror'],3.0
reanimator,1985,"['Comedy', 'Horror', 'Sci-Fi']",3.45
drugstore cowboy,1989,"['Crime', 'Drama']",4.15
falling down,1993,"['Action', 'Drama']",3.53
funhouse the,1981,['Horror'],2.0
general the,1926,"['Comedy', 'War']",4.0
piranha,1978,"['Horror', 'Sci-Fi']",2.64
taming of the shrew the,1967,['Comedy'],2.5
nighthawks,1981,"['Action', 'Drama']",3.25
yojimbo,1961,"['Action', 'Adventure']",4.23
repossessed,1990,['Comedy'],2.38
omega man the,1971,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",3.67
spaceballs,1987,"['Comedy', 'Sci-Fi']",3.48
robin hood,1973,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",3.51
mister roberts,1955,"['Comedy', 'Drama', 'War']",3.82
quest for fire guerre du feu la,1981,"['Adventure', 'Drama']",3.79
little big man,1970,['Western'],4.15
face in the crowd a,1957,['Drama'],4.2
trading places,1983,['Comedy'],3.73
meatballs,1979,['Comedy'],3.22
meatballs part ii,1984,['Comedy'],2.08
meatballs iii,1987,['Comedy'],2.5
meatballs 4,1992,['Comedy'],1.0
dead again,1991,"['Mystery', 'Romance', 'Thriller']",3.77
peters friends,1992,"['Comedy', 'Drama']",3.6
incredibly true adventure of two girls in love the,1995,"['Comedy', 'Romance']",4.5
under the rainbow,1981,['Comedy'],2.0
anywhere but here,1999,"['Comedy', 'Drama']",2.5
dogma,1999,"['Adventure', 'Comedy', 'Fantasy']",3.65
messenger the story of joan of arc the,1999,"['Drama', 'War']",3.91
pokemon the first movie,1998,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",2.31
felicias journey,1999,['Thriller'],3.33
oxygen,1999,"['Crime', 'Drama', 'Thriller']",4.0
wheres marlowe,1998,['Comedy'],4.0
commitments the,1991,"['Comedy', 'Drama', 'Musical']",3.87
holiday inn,1942,"['Comedy', 'Musical']",3.62
longest day the,1962,"['Action', 'Drama', 'War']",4.0
poison ivy,1992,"['Drama', 'Thriller']",2.17
poison ivy new seduction,1997,"['Drama', 'Thriller']",2.33
tora tora tora,1970,"['Action', 'Drama', 'War']",3.93
women on the verge of a nervous breakdown mujeres al borde de un ataque de nervios,1988,"['Comedy', 'Drama']",3.55
verdict the,1982,"['Drama', 'Mystery']",4.36
adventures of buckaroo banzai across the 8th dimension the,1984,"['Adventure', 'Comedy', 'Sci-Fi']",3.55
stand and deliver,1988,"['Comedy', 'Drama']",3.5
moonstruck,1987,"['Comedy', 'Romance']",3.56
sandpiper the,1965,"['Drama', 'Romance']",5.0
jeremiah johnson,1972,['Western'],4.25
repulsion,1965,"['Drama', 'Horror']",4.17
irma la douce,1963,['Comedy'],3.62
42 up,1998,['Documentary'],4.0
liberty heights,1999,['Drama'],4.0
mansfield park,1999,"['Comedy', 'Drama', 'Romance']",3.08
sleepy hollow,1999,"['Fantasy', 'Horror', 'Mystery', 'Romance']",3.48
world is not enough the,1999,"['Action', 'Adventure', 'Thriller']",3.33
all about my mother todo sobre mi madre,1999,['Drama'],4.16
babes in toyland,1934,"['Children', 'Comedy', 'Fantasy', 'Musical']",5.0
scrooged,1988,"['Comedy', 'Fantasy', 'Romance']",3.17
harvey,1950,"['Comedy', 'Fantasy']",3.83
bicycle thieves aka the bicycle thief aka the bicycle thieves ladri di biciclette,1948,['Drama'],4.12
matewan,1987,['Drama'],4.17
kagemusha,1980,"['Drama', 'War']",4.12
mccabe mrs miller,1971,"['Drama', 'Western']",3.75
maurice,1987,"['Drama', 'Romance']",4.0
grapes of wrath the,1940,['Drama'],4.11
my man godfrey,1957,['Comedy'],5.0
shop around the corner the,1940,"['Comedy', 'Drama', 'Romance']",3.67
natural the,1984,['Drama'],3.65
shampoo,1975,"['Comedy', 'Drama', 'Romance']",3.07
river runs through it a,1992,['Drama'],3.93
fatal attraction,1987,"['Drama', 'Thriller']",3.1
jagged edge,1985,"['Crime', 'Romance', 'Thriller']",3.57
stanley iris,1990,"['Drama', 'Romance']",2.75
midnight run,1988,"['Action', 'Comedy', 'Crime', 'Thriller']",3.64
awakenings,1990,"['Drama', 'Mystery']",3.68
come see the paradise,1990,"['Drama', 'Romance']",1.0
backdraft,1991,"['Action', 'Drama']",3.3
fisher king the,1991,"['Comedy', 'Drama', 'Fantasy', 'Romance']",3.81
river the,1984,['Drama'],3.5
places in the heart,1984,['Drama'],4.25
night mother,1986,['Drama'],3.0
end of days,1999,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",2.7
toy story 2,1999,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",3.86
flawless,1999,['Drama'],4.0
ride with the devil,1999,"['Drama', 'Romance', 'War']",3.88
distinguished gentleman the,1992,['Comedy'],3.5
end of the affair the,1999,['Drama'],4.0
holy smoke,1999,"['Comedy', 'Drama']",2.83
sweet and lowdown,1999,"['Comedy', 'Drama']",3.67
bonfire of the vanities,1990,"['Comedy', 'Crime', 'Drama']",2.4
daddy long legs,1919,"['Comedy', 'Drama']",2.0
grand illusion la grande illusion,1937,"['Drama', 'War']",3.71
great santini the,1979,['Drama'],3.67
stealing home,1988,['Drama'],3.0
two jakes the,1990,['Drama'],1.25
u2 rattle and hum,1988,"['Documentary', 'Musical']",3.25
hell in the pacific,1968,"['Drama', 'War']",3.0
cradle will rock,1999,['Drama'],3.17
deuce bigalow male gigolo,1999,['Comedy'],2.32
green mile the,1999,"['Crime', 'Drama']",4.15
cider house rules the,1999,['Drama'],3.75
war zone the,1999,"['Drama', 'Thriller']",3.25
last picture show the,1971,['Drama'],4.5
7th voyage of sinbad the,1958,"['Action', 'Adventure', 'Fantasy']",4.4
anna and the king,1999,"['Drama', 'Romance']",3.67
bicentennial man,1999,"['Drama', 'Romance', 'Sci-Fi']",2.8
stuart little,1999,"['Children', 'Comedy', 'Fantasy']",2.84
emperor and the assassin the jing ke ci qin wang,1999,['Drama'],3.67
fantasia 2000,1999,"['Animation', 'Children', 'Musical', 'IMAX']",3.83
magnolia,1999,['Drama'],3.71
onegin,1999,"['Drama', 'Romance']",3.0
simpatico,1999,"['Comedy', 'Drama']",3.0
topsyturvy,1999,"['Comedy', 'Drama', 'Musical']",3.88
boiling point,1993,"['Action', 'Drama']",3.0
carnal knowledge,1971,"['Comedy', 'Drama']",3.5
easy rider,1969,"['Adventure', 'Drama']",3.6
falcon and the snowman,1985,"['Crime', 'Drama', 'Thriller']",3.3
room at the top,1959,['Drama'],4.0
any given sunday,1999,['Drama'],3.0
man on the moon,1999,"['Comedy', 'Drama']",3.49
galaxy quest,1999,"['Adventure', 'Comedy', 'Sci-Fi']",3.58
talented mr ripley the,1999,"['Drama', 'Mystery', 'Thriller']",3.34
next friday,2000,['Comedy'],3.25
hurricane the,1999,['Drama'],3.53
angelas ashes,1999,['Drama'],3.33
titus,1999,['Drama'],3.92
mr death the rise and fall of fred a leuchter jr,1999,['Documentary'],4.0
third miracle the,1999,['Drama'],3.0
snow falling on cedars,1999,['Drama'],3.33
girl interrupted,1999,['Drama'],3.46
my dog skip,1999,"['Children', 'Drama']",3.55
supernova,2000,"['Adventure', 'Sci-Fi', 'Thriller']",2.0
terrorist the aka malli theeviravaathi,1998,['Drama'],3.0
way we were the,1973,"['Drama', 'Romance']",3.62
stalag 17,1953,"['Drama', 'War']",3.72
presidio the,1988,"['Action', 'Crime', 'Romance', 'Thriller']",2.86
papillon,1973,"['Crime', 'Drama']",3.93
last detail the,1973,"['Comedy', 'Drama']",4.25
five easy pieces,1970,['Drama'],4.5
dead calm,1989,['Thriller'],3.17
boys from brazil the,1978,"['Action', 'Mystery', 'Thriller']",3.69
against all odds,1984,['Romance'],2.33
loaded weapon 1 national lampoons loaded weapon 1,1993,"['Action', 'Comedy']",2.19
fast times at ridgemont high,1982,"['Comedy', 'Drama', 'Romance']",3.48
cry in the dark a,1988,['Drama'],3.75
batman mask of the phantasm,1993,"['Animation', 'Children']",4.12
american flyers,1985,['Drama'],3.5
star is born a,1937,['Drama'],3.5
pacific heights,1990,"['Mystery', 'Thriller']",3.19
draughtsmans contract the,1982,['Drama'],3.7
zed two noughts a,1985,['Drama'],3.0
woman in the dunes suna no onna,1964,['Drama'],4.75
down to you,2000,"['Comedy', 'Romance']",2.0
odessa file the,1974,['Thriller'],3.88
where the buffalo roam,1980,['Comedy'],3.67
eye of the beholder,1999,['Thriller'],1.58
big tease the,1999,['Comedy'],3.25
cup the phorpa,1999,['Comedy'],4.5
encino man,1992,['Comedy'],2.4
goodbye girl the,1977,"['Comedy', 'Romance']",3.71
malcolm x,1992,['Drama'],4.17
sister act,1992,"['Comedy', 'Crime']",3.03
sister act 2 back in the habit,1993,['Comedy'],1.89
hand that rocks the cradle the,1992,"['Drama', 'Thriller']",3.11
alive,1993,['Drama'],3.17
agnes of god,1985,"['Drama', 'Mystery']",3.7
scent of a woman,1992,['Drama'],3.59
waynes world,1992,['Comedy'],3.48
waynes world 2,1993,['Comedy'],3.3
league of their own a,1992,"['Comedy', 'Drama']",3.47
patriot games,1992,"['Action', 'Crime', 'Drama', 'Thriller']",3.52
bodyguard the,1992,"['Drama', 'Romance', 'Thriller']",2.86
death becomes her,1992,"['Comedy', 'Fantasy']",2.87
far and away,1992,"['Adventure', 'Drama', 'Romance']",3.14
howards end,1992,['Drama'],4.0
singles,1992,"['Comedy', 'Drama', 'Romance']",3.18
twin peaks fire walk with me,1992,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.41
white men cant jump,1992,"['Comedy', 'Drama']",3.05
buffy the vampire slayer,1992,"['Action', 'Comedy', 'Horror']",2.42
hardboiled lat sau san taam,1992,"['Action', 'Crime', 'Drama', 'Thriller']",4.0
man bites dog cest arrive pres de chez vous,1992,"['Comedy', 'Crime', 'Drama', 'Thriller']",4.5
mariachi el,1992,"['Action', 'Crime', 'Thriller', 'Western']",3.56
stop or my mom will shoot,1992,"['Action', 'Comedy']",1.77
forever young,1992,"['Drama', 'Romance', 'Sci-Fi']",2.85
cutting edge the,1992,"['Comedy', 'Drama', 'Romance']",2.79
of mice and men,1992,['Drama'],3.68
bad lieutenant,1992,"['Crime', 'Drama']",3.44
scream 3,2000,"['Comedy', 'Horror', 'Mystery', 'Thriller']",2.67
single white female,1992,"['Drama', 'Thriller']",3.38
boondock saints the,2000,"['Action', 'Crime', 'Drama', 'Thriller']",4.22
gun shy,2000,['Comedy'],1.0
baby the,1973,['Horror'],1.5
brandon teena story the,1998,['Documentary'],2.0
minnie and moskowitz,1971,['Action'],3.25
they might be giants,1971,"['Comedy', 'Mystery', 'Romance']",3.0
beach the,2000,"['Adventure', 'Drama']",3.06
snow day,2000,['Comedy'],2.3
tigger movie the,2000,"['Animation', 'Children']",3.17
not one less yi ge dou bu neng shao,1999,['Drama'],4.5
eaten alive,1977,['Horror'],1.5
raining stones,1993,['Drama'],4.0
to sir with love,1967,['Drama'],4.07
boiler room,2000,"['Crime', 'Drama', 'Thriller']",3.71
hanging up,2000,"['Comedy', 'Drama']",2.67
pitch black,2000,"['Horror', 'Sci-Fi', 'Thriller']",3.56
whole nine yards the,2000,"['Comedy', 'Crime']",3.52
beautiful people,1999,['Comedy'],4.75
black tar heroin the dark end of the street,2000,['Documentary'],5.0
circus the,1928,['Comedy'],4.12
city lights,1931,"['Comedy', 'Drama', 'Romance']",3.85
flamingo kid the,1984,"['Comedy', 'Drama']",2.86
kid the,1921,"['Comedy', 'Drama']",4.1
class reunion,1982,['Comedy'],1.5
happy go lovely,1951,['Musical'],4.5
reindeer games,2000,"['Action', 'Thriller']",2.46
wonder boys,2000,"['Comedy', 'Drama']",3.66
chain of fools,2000,"['Comedy', 'Crime']",4.0
drowning mona,2000,['Comedy'],1.33
next best thing the,2000,"['Comedy', 'Drama']",2.17
what planet are you from,2000,"['Comedy', 'Sci-Fi']",3.17
beyond the mat,1999,['Documentary'],3.7
ghost dog the way of the samurai,1999,"['Crime', 'Drama']",4.05
year my voice broke,1987,"['Drama', 'Romance']",4.0
splendor in the grass,1961,"['Drama', 'Romance']",4.25
my tutor,1983,['Drama'],2.0
key largo,1948,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",4.2
for all mankind,1989,['Documentary'],
born yesterday,1950,['Comedy'],4.29
birdy,1984,"['Drama', 'War']",3.5
blood feast,1963,['Horror'],4.0
charlie the lonesome cougar,1967,"['Adventure', 'Children']",3.0
never cry wolf,1983,"['Adventure', 'Drama']",4.17
raisin in the sun a,1961,['Drama'],3.83
closer you get the,2000,"['Comedy', 'Romance']",4.5
mission to mars,2000,['Sci-Fi'],2.69
ninth gate the,1999,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",3.2
eastwest estouest,1999,"['Drama', 'Romance']",4.0
defending your life,1991,"['Comedy', 'Drama', 'Fantasy', 'Romance']",3.85
breaking away,1979,"['Comedy', 'Drama']",4.09
hoosiers aka best shot,1986,"['Drama', 'Romance']",3.7
bull durham,1988,"['Comedy', 'Drama', 'Romance']",3.67
dog day afternoon,1975,"['Crime', 'Drama']",3.93
american graffiti,1973,"['Comedy', 'Drama']",3.85
asphalt jungle the,1950,"['Crime', 'Film-Noir']",3.67
