title,release_date_rt,year,genres_rt,rating_rt_audience
trailer park boys the movie,2006-06-06,2006,['Comedy'],78.0
train robbers,1973-02-07,1973,"['Action & Adventure', 'Classics', 'Western']",58.0
train to busan busanhaeng,2016-07-22,2016,"['Action & Adventure', 'Art House & International', 'Horror', 'Mystery & Suspense']",88.0
training day,2001-10-05,2001,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",89.0
trainspotting,1996-07-19,1996,"['Comedy', 'Drama']",93.0
trainwreck,2015-07-17,2015,['Comedy'],66.0
traitor,2008-08-27,2008,"['Drama', 'Mystery & Suspense']",64.0
tramps,,,"['Comedy', 'Romance']",68.0
trance,2013-04-05,2013,"['Mystery & Suspense', 'Special Interest']",62.0
trancers,1985-01-01,1985,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']",53.0
transamerica,2006-01-20,2006,"['Comedy', 'Drama']",83.0
transcendence,2014-04-18,2014,"['Drama', 'Science Fiction & Fantasy']",37.0
transformer,2018-10-19,2018,"['Documentary', 'Gay & Lesbian', 'Sports & Fitness']",92.0
transformers age of extinction,2014-06-27,2014,"['Action & Adventure', 'Science Fiction & Fantasy']",50.0
transformers dark of the moon,2011-06-29,2011,"['Action & Adventure', 'Science Fiction & Fantasy']",55.0
transformers revenge of the fallen,2009-06-24,2009,"['Action & Adventure', 'Science Fiction & Fantasy']",57.0
transformers the last knight,2017-06-21,2017,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",43.0
transformers,2007-07-03,2007,"['Action & Adventure', 'Science Fiction & Fantasy']",85.0
transformers the movie,1986-08-08,1986,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']",88.0
transit,2012-05-11,2012,"['Drama', 'Mystery & Suspense', 'Special Interest']",30.0
transit,2019-03-01,2019,"['Art House & International', 'Drama']",63.0
transpecos,2016-09-09,2016,['Mystery & Suspense'],56.0
transporter,2002-10-11,2002,"['Action & Adventure', 'Drama']",73.0
transporter 2,2005-09-02,2005,['Action & Adventure'],58.0
transporter 3,2008-11-26,2008,['Action & Adventure'],49.0
transsiberian,2008-07-18,2008,"['Drama', 'Mystery & Suspense']",65.0
transylmania,2009-12-04,2009,['Comedy'],21.0
transylvania 65000,1985-11-08,1985,"['Comedy', 'Horror']",41.0
trap for cinderella,2013-12-13,2013,['Drama'],24.0
trapeze,1956-05-30,1956,"['Action & Adventure', 'Drama']",64.0
trapped in paradise,1994-01-01,1994,['Comedy'],41.0
trash humpers,2010-05-07,2010,"['Art House & International', 'Cult Movies', 'Drama', 'Horror', 'Musical & Performing Arts', 'Special Interest']",44.0
trash,2015-10-09,2015,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",70.0
trashed,2012-12-14,2012,"['Documentary', 'Special Interest']",77.0
trauma,2004-01-19,2004,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']",25.0
travelers and magicians,2005-01-28,2005,"['Art House & International', 'Documentary', 'Drama']",83.0
travels with my aunt,1972-12-17,1972,"['Action & Adventure', 'Comedy', 'Drama']",49.0
tread,2020-02-28,2020,['Documentary'],89.0
treasure island,2000-03-17,2000,['Drama'],64.0
treasure of the sierra madre,1948-01-07,1948,"['Action & Adventure', 'Classics', 'Drama', 'Western']",93.0
treasure planet,2002-11-27,2002,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']",72.0
treatment,2006-04-28,2006,"['Art House & International', 'Comedy', 'Drama', 'Romance']",33.0
treeless mountain,2009-04-22,2009,"['Art House & International', 'Drama']",72.0
trees lounge,1996-10-11,1996,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",79.0
trekkies,1999-05-21,1999,"['Documentary', 'Science Fiction & Fantasy', 'Special Interest', 'Television']",71.0
trembling before gd,2001-10-24,2001,"['Documentary', 'Special Interest', 'Faith & Spirituality']",74.0
tremors,1990-01-19,1990,"['Comedy', 'Horror']",75.0
tremors 2 aftershocks,1996-04-09,1996,"['Comedy', 'Horror', 'Science Fiction & Fantasy']",46.0
tremors 3 back to perfection,2001-10-02,2001,"['Comedy', 'Horror', 'Science Fiction & Fantasy']",34.0
tremors a cold day in hell,,,['Horror'],29.0
trespass,1992-01-01,1992,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",47.0
trespass,2011-10-14,2011,"['Drama', 'Mystery & Suspense']",22.0
trespass against us,2017-01-20,2017,"['Action & Adventure', 'Art House & International', 'Drama']",25.0
trespassers,2019-07-12,2019,['Mystery & Suspense'],27.0
trevor noah afraid of the dark,,,['Comedy'],
trial by fire,2019-05-17,2019,['Drama'],77.0
trial by jury,1994-09-09,1994,"['Drama', 'Mystery & Suspense']",27.0
trials of henry kissinger,2002-09-25,2002,"['Documentary', 'Special Interest']",78.0
trickfilme,1999-07-23,1999,"['Comedy', 'Drama', 'Romance']",83.0
trick,2019-10-18,2019,['Horror'],33.0
trick r treat,2007-12-09,2007,"['Drama', 'Horror', 'Mystery & Suspense']",71.0
tricked steekspel,2016-02-26,2016,"['Comedy', 'Drama']",29.0
trigger,2011-11-22,2011,"['Art House & International', 'Drama']",64.0
trigger effect,1996-08-30,1996,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",43.0
trigger man,2007-10-17,2007,"['Drama', 'Mystery & Suspense']",44.0
triple 9,2016-02-26,2016,"['Action & Adventure', 'Drama']",41.0
triple frontier,2019-03-06,2019,"['Action & Adventure', 'Drama']",55.0
triple threat,2019-03-22,2019,"['Action & Adventure', 'Art House & International']",36.0
trishna,2012-07-13,2012,['Drama'],52.0
tristana,1970-04-29,1970,"['Art House & International', 'Drama']",83.0
tristram shandy a cock bull story,2005-10-07,2005,"['Comedy', 'Sports & Fitness']",66.0
triumph of the spirit,1989-12-08,1989,['Drama'],52.0
triumph des willens triumph of the will,1935-03-28,1935,"['Art House & International', 'Classics', 'Documentary', 'Special Interest']",75.0
trog,1970-10-24,1970,"['Classics', 'Horror', 'Science Fiction & Fantasy']",24.0
troll 2,1990-10-03,1990,"['Comedy', 'Horror']",44.0
trollhunter,2011-06-10,2011,"['Action & Adventure', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",72.0
trolls,2016-11-04,2016,"['Animation', 'Kids & Family']",67.0
trolls world tour,2020-04-10,2020,"['Animation', 'Comedy']",59.0
tromas war,1988-12-09,1988,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']",61.0
tron,1982-07-09,1982,"['Action & Adventure', 'Science Fiction & Fantasy']",69.0
troop beverly hills,1989-03-22,1989,['Comedy'],62.0
tropic of cancer,1970-02-27,1970,['Drama'],25.0
tropic thunder,2008-08-13,2008,['Comedy'],70.0
trouble every day gargoyle,2001-07-11,2001,"['Art House & International', 'Drama', 'Horror']",55.0
trouble is my business,2017-10-28,2017,"['Drama', 'Mystery & Suspense']",95.0
trouble the water,2008-08-22,2008,"['Documentary', 'Special Interest']",86.0
trouble with romance,2009-02-27,2009,"['Comedy', 'Drama', 'Romance']",17.0
trouble with the curve,2012-09-21,2012,['Drama'],66.0
troublesome creek a midwestern,,,"['Documentary', 'Special Interest', 'Television']",83.0
troy,2004-05-14,2004,"['Action & Adventure', 'Classics', 'Drama']",73.0
trucker,2009-10-09,2009,['Drama'],58.0
trudell,2006-02-24,2006,"['Documentary', 'Drama', 'Special Interest']",75.0
true adolescents,2011-07-29,2011,['Comedy'],53.0
true believer,1989-01-01,1989,"['Drama', 'Mystery & Suspense']",63.0
true confessions,1981-01-01,1981,"['Drama', 'Mystery & Suspense']",53.0
true grit,1969-06-11,1969,"['Classics', 'Western']",84.0
true grit,2010-12-22,2010,"['Action & Adventure', 'Drama', 'Western']",85.0
true history of the kelly gang,2020-04-24,2020,['Drama'],41.0
true identity,1991-08-23,1991,['Comedy'],26.0
true legend,2011-05-13,2011,"['Action & Adventure', 'Art House & International', 'Drama']",55.0
true romance,1993-09-10,1993,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",93.0
true stories,1986-10-10,1986,"['Art House & International', 'Comedy', 'Cult Movies', 'Musical & Performing Arts']",83.0
true story,2015-04-17,2015,['Drama'],38.0
truman show,1998-06-05,1998,"['Comedy', 'Drama']",89.0
trumbo,2015-11-06,2015,['Drama'],79.0
trumpet of the swan,2001-05-11,2001,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Kids & Family']",36.0
trust,2011-04-01,2011,['Drama'],65.0
trust machine the story of blockchain,2018-10-26,2018,['Documentary'],83.0
trust me,2014-06-06,2014,"['Comedy', 'Drama']",38.0
trust the man,2006-08-18,2006,"['Comedy', 'Drama', 'Romance']",35.0
truth,2015-10-16,2015,['Drama'],62.0
truth about cats dogs,1996-04-26,1996,"['Comedy', 'Romance']",56.0
truth about charlie,2002-10-25,2002,"['Comedy', 'Drama', 'Mystery & Suspense']",27.0
truth about love,2005-04-21,2005,"['Comedy', 'Drama', 'Romance']",41.0
truth or consequences nm,1997-05-02,1997,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",46.0
truth or die,2012-10-09,2012,"['Art House & International', 'Horror', 'Mystery & Suspense']",30.0
tsotsi thug,2006-02-24,2006,"['Art House & International', 'Drama']",86.0
tu dors nicole,2015-05-29,2015,"['Comedy', 'Drama']",66.0
tuck everlasting,2002-10-22,2002,"['Drama', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']",70.0
tucked,,,"['Art House & International', 'Drama']",50.0
tucker and dale vs evil,2011-09-30,2011,"['Comedy', 'Horror']",84.0
tucker the man and his dream,1988-08-12,1988,['Drama'],67.0
tuesday after christmas,2011-05-25,2011,"['Art House & International', 'Drama']",68.0
tuff turf,1985-01-11,1985,"['Action & Adventure', 'Drama']",59.0
tulip fever,2017-09-01,2017,"['Drama', 'Romance']",43.0
tully,2002-11-01,2002,"['Art House & International', 'Drama']",76.0
tully,2018-05-04,2018,['Comedy'],75.0
tumbledown,2016-02-05,2016,['Comedy'],61.0
tunes of glory,1960-12-20,1960,"['Art House & International', 'Classics', 'Drama', 'Romance']",79.0
turbo,2013-07-17,2013,"['Animation', 'Kids & Family']",65.0
turbo a power rangers movie,1997-03-28,1997,"['Action & Adventure', 'Kids & Family']",41.0
turistas paradise lost,2006-12-01,2006,"['Drama', 'Horror', 'Mystery & Suspense']",28.0
turkey bowl,2011-06-03,2011,['Comedy'],41.0
elimination game turkey shoot,,,"['Action & Adventure', 'Art House & International']",6.0
turn it up,2000-09-06,2000,"['Drama', 'Musical & Performing Arts']",26.0
turn the river,2008-05-09,2008,['Drama'],45.0
turner and hooch,1989-07-28,1989,"['Comedy', 'Mystery & Suspense']",51.0
turning green,2005-06-11,2005,"['Comedy', 'Drama']",42.0
turtle the incredible journey,2011-06-24,2011,['Documentary'],77.0
tuscaloosa,2020-03-13,2020,['Drama'],85.0
tusk,2014-09-19,2014,['Horror'],36.0
tuskegee airmen,1995-08-26,1995,"['Action & Adventure', 'Documentary', 'Drama']",79.0
tuxedo,2002-09-27,2002,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",30.0
tuyas marriage,2006-09-21,2006,"['Comedy', 'Drama', 'Romance']",83.0
tv set,2007-04-06,2007,['Comedy'],58.0
twelfth night,1998-07-01,1998,"['Art House & International', 'Comedy', 'Drama', 'Television', 'Romance']",80.0
12,2007-09-07,2007,"['Art House & International', 'Drama', 'Mystery & Suspense']",84.0
twelve,2010-08-06,2010,['Drama'],32.0
twelve and holding,2006-03-01,2006,['Drama'],79.0
twelve thirty,2011-08-12,2011,['Drama'],17.0
twentieth century,1934-05-11,1934,"['Classics', 'Comedy', 'Romance']",76.0
twenty8k,,,"['Art House & International', 'Drama', 'Mystery & Suspense']",16.0
twenty bucks,1993-01-01,1993,"['Comedy', 'Drama']",63.0
twentyfour hour woman,1999-06-01,1999,['Comedy'],33.0
twentyfourseven,1998-05-01,1998,['Drama'],81.0
twentynine palms,2004-04-09,2004,"['Art House & International', 'Drama', 'Mystery & Suspense']",40.0
twice born,2013-12-06,2013,['Drama'],68.0
twice in a lifetime,1985-10-23,1985,['Drama'],61.0
twice told tales,1963-09-01,1963,"['Horror', 'Mystery & Suspense']",54.0
twilight,2008-11-21,2008,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']",73.0
twilight saga new moon,2009-11-20,2009,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']",61.0
twilight zone the movie,1983-06-24,1983,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",55.0
twin dragons shuang long hui brother vs brother,1992-01-15,1992,"['Action & Adventure', 'Art House & International', 'Comedy']",48.0
twin peaks fire walk with me,1992-08-28,1992,"['Drama', 'Mystery & Suspense', 'Special Interest']",78.0
twin murders the silence of the white city el silencio de la ciudad blanca,,,"['Drama', 'Mystery & Suspense']",15.0
twin warriors tai ji zhang san feng the taichi master,1984-12-31,1984,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",84.0
twist of faith,2004-08-20,2004,['Documentary'],81.0
twisted,2004-02-27,2004,"['Drama', 'Mystery & Suspense']",31.0
twitches,2005-10-14,2005,"['Comedy', 'Kids & Family', 'Television']",65.0
twixt,,,['Horror'],18.0
two bits,1995-11-22,1995,"['Drama', 'Musical & Performing Arts']",39.0
two brothers,2004-06-25,2004,"['Action & Adventure', 'Drama', 'Kids & Family']",75.0
two can play that game,2001-09-07,2001,"['Comedy', 'Drama', 'Romance']",83.0
two days one night,2014-12-24,2014,['Drama'],76.0
two drifters,2006-06-23,2006,"['Art House & International', 'Drama']",45.0
two evil eyes,1990-01-01,1990,"['Art House & International', 'Cult Movies', 'Horror']",35.0
two family house,2000-10-06,2000,"['Drama', 'Romance']",81.0
two for the money,2005-10-07,2005,"['Comedy', 'Drama', 'Mystery & Suspense']",48.0
two for the road,1967-04-27,1967,"['Classics', 'Comedy', 'Drama', 'Romance']",84.0
two for the seesaw,1962-11-24,1962,"['Classics', 'Comedy', 'Drama', 'Romance']",57.0
two girls and a guy,1998-04-24,1998,"['Comedy', 'Drama']",41.0
two hands,1999-01-22,1999,"['Comedy', 'Drama']",80.0
two heads creek,,,"['Comedy', 'Horror']",69.0
two if by sea,1995-06-01,1995,"['Comedy', 'Drama', 'Mystery & Suspense']",23.0
two lives zwei leben,2014-02-28,2014,"['Drama', 'Mystery & Suspense']",73.0
two lovers,2008-05-19,2008,"['Drama', 'Romance']",59.0
two men in town,2015-03-06,2015,['Drama'],25.0
two men went to war,2004-03-26,2004,"['Action & Adventure', 'Comedy', 'Drama']",71.0
two minute warning,,,"['Action & Adventure', 'Drama', 'Sports & Fitness']",38.0
two mules for sister sara,1970-06-16,1970,"['Classics', 'Comedy', 'Western']",73.0
two night stand,2014-09-26,2014,"['Comedy', 'Romance']",45.0
two ninas,2000-12-01,2000,"['Comedy', 'Drama', 'Romance']",51.0
two on a guillotine,,,"['Horror', 'Mystery & Suspense']",29.0
two thousand maniacs,1964-03-20,1964,"['Classics', 'Cult Movies', 'Horror']",50.0
two weeks,2006-10-20,2006,"['Art House & International', 'Comedy', 'Drama']",66.0
two weeks in another town,1962-01-01,1962,['Drama'],65.0
two weeks notice,2002-12-20,2002,"['Comedy', 'Romance']",59.0
two women la ciociara,1961-05-09,1961,"['Art House & International', 'Drama']",91.0
oligarkh tycoon tycoon a new russian,2003-06-13,2003,"['Art House & International', 'Drama', 'Mystery & Suspense']",69.0
tying the knot,2004-10-01,2004,"['Documentary', 'Drama', 'Special Interest']",74.0
tyler perrys a fall from grace,,,['Mystery & Suspense'],51.0
tyler perrys a madea christmas,2013-12-13,2013,['Comedy'],70.0
tyler perrys a madea family funeral,2019-03-01,2019,['Comedy'],30.0
tyler perrys acrimony,2018-03-30,2018,['Mystery & Suspense'],51.0
tyler perrys boo 2 a madea halloween,2017-10-20,2017,['Comedy'],40.0
tyler perrys boo a madea halloween,2016-10-21,2016,"['Comedy', 'Drama', 'Horror']",52.0
tyler perrys good deeds,2012-02-24,2012,"['Comedy', 'Drama', 'Romance']",76.0
tyrannosaur,2011-11-18,2011,"['Art House & International', 'Drama']",85.0
tyrel,2018-12-05,2018,['Drama'],32.0
u2 rattle and hum,1988-11-04,1988,"['Documentary', 'Musical & Performing Arts']",86.0
u571,2000-04-21,2000,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",62.0
u me aur hum,2008-04-11,2008,"['Art House & International', 'Drama', 'Romance']",55.0
uturn,1997-10-03,1997,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']",62.0
ugetsu ugetsu monogatari,1954-09-07,1954,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",94.0
ugly truth,2009-07-24,2009,"['Comedy', 'Romance']",60.0
uglydolls,2019-05-03,2019,"['Action & Adventure', 'Animation', 'Comedy', 'Musical & Performing Arts']",54.0
uhf,1989-01-01,1989,"['Comedy', 'Television']",77.0
ulees gold,1997-06-13,1997,['Drama'],75.0
ultimate gift,2006-10-20,2006,['Drama'],84.0
ultras,,,['Drama'],34.0
ulzanas raid,1972-01-01,1972,"['Action & Adventure', 'Drama', 'Western']",66.0
umberto d,1955-11-07,1955,"['Art House & International', 'Drama']",93.0
amour de jeunesse goodbye first love,2012-04-20,2012,"['Drama', 'Romance']",61.0
oso rojo red bear,2004-12-31,2004,"['Art House & International', 'Drama']",78.0
padre no tan padre,2017-01-27,2017,"['Art House & International', 'Comedy']",86.0
una,2017-10-06,2017,['Drama'],49.0
una noche one night,2013-08-23,2013,['Drama'],70.0
unaccompanied minors,2006-12-08,2006,"['Comedy', 'Kids & Family']",53.0
unbearable lightness of being,1988-02-05,1988,"['Drama', 'Romance']",84.0
unbelievable truth,1990-06-01,1990,"['Comedy', 'Drama']",88.0
unborn in the usa inside the war on abortion,2007-06-15,2007,"['Documentary', 'Special Interest']",58.0
unbranded,,,['Documentary'],84.0
unbreakable,2000-11-22,2000,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",77.0
unbroken,2014-12-25,2014,['Drama'],70.0
unbroken path to redemption,2018-09-14,2018,['Drama'],76.0
uncertain,2017-03-09,2017,['Documentary'],82.0
uncertain terms,2015-05-29,2015,"['Comedy', 'Drama']",55.0
uncertainty,2009-11-13,2009,['Drama'],33.0
uncle boonmee who can recall his past lives,2011-03-02,2011,"['Art House & International', 'Comedy', 'Science Fiction & Fantasy', 'Special Interest']",61.0
uncle buck,1989-08-16,1989,"['Comedy', 'Drama']",76.0
uncle drew,2018-06-29,2018,['Comedy'],47.0
uncle kent,,,"['Comedy', 'Drama']",43.0
uncle kent 2,2016-11-11,2016,['Comedy'],50.0
uncle nick,2015-12-04,2015,['Comedy'],71.0
uncle peckerhead,2020-08-07,2020,"['Comedy', 'Horror']",73.0
