title,release_date_meta,year,rating_metacritic
ouija origin of evil,2016-10-21,2016,65
family stone,2005-12-16,2005,56
journey to the center of the earth,2008-07-11,2008,57
turbo,2013-07-17,2013,58
inside job,2010-10-08,2010,88
gnomeo and juliet,2011-02-11,2011,53
nightmare before christmas,1993-10-22,1993,82
meet the robinsons,2007-03-30,2007,61
romeo juliet,1996-11-01,1996,60
dont be afraid of the dark,2011-08-26,2011,56
flightplan,2005-09-23,2005,53
waitress,2007-05-02,2007,75
teen titans go to the movies,2018-07-27,2018,69
wife,2018-08-17,2018,77
in the loop,2009-07-24,2009,83
hunger,2008-12-05,2008,82
double,2014-05-09,2014,68
magic mike xxl,2015-07-01,2015,60
bachelorette,2012-09-07,2012,53
our idiot brother,2011-08-26,2011,60
alvin and the chipmunks the road chip,2015-12-18,2015,33
2046,2005-08-05,2005,78
lions for lambs,2007-11-09,2007,47
somewhere,2010-12-22,2010,67
dead snow,2009-06-19,2009,61
mountain between us,2017-10-06,2017,48
winter sleep,2014-12-19,2014,88
sisters brothers,2018-09-21,2018,78
gforce,2009-07-24,2009,41
free birds,2013-11-01,2013,38
mary queen of scots,2018-12-07,2018,60
beaver,2011-05-06,2011,60
happy feet two,2011-11-18,2011,50
1517 to paris,2018-02-09,2018,45
king of kong a fistful of quarters,2007-08-17,2007,83
house of the devil,2009-10-30,2009,73
24 hour party people,2002-08-09,2002,85
arbitrage,2012-09-14,2012,73
company men,2011-01-21,2011,69
spiderwick chronicles,2008-02-14,2008,62
crawl,2019-07-12,2019,60
free solo,2018-09-28,2018,83
rumor has it,2005-12-25,2005,35
searching for sugar man,2012-06-29,2012,79
how do you know,2010-12-17,2010,46
notorious,2009-01-16,2009,60
rec 3 genesis,2012-09-07,2012,45
talk to her,2002-11-22,2002,86
always be my maybe,2019-05-31,2019,64
central station,1998-11-20,1998,80
piano teacher,2002-03-29,2002,79
star trek insurrection,1998-12-11,1998,64
embrace of the serpent,2016-02-17,2016,82
friends with kids,2012-03-09,2012,55
aint them bodies saints,2013-08-16,2013,74
greta,2019-03-01,2019,54
redacted,2007-11-16,2007,52
black death,2011-03-11,2011,71
far from the madding crowd,2015-05-01,2015,71
hollywoodland,2006-09-08,2006,62
manhunter,1986-08-22,1986,75
hotel for dogs,2009-01-16,2009,51
capernaum,2018-12-14,2018,75
sin nombre,2009-03-20,2009,77
royal affair,2012-11-09,2012,73
truth,2015-10-16,2015,66
coffee and cigarettes,2004-05-14,2004,65
last mimzy,2007-03-23,2007,59
high noon,1952-07-30,1952,89
bay,2012-11-02,2012,65
little shop of horrors,1986-12-19,1986,81
nine queens,2002-04-19,2002,80
book club,2018-05-18,2018,53
bad education,2004-11-19,2004,81
motorcycle diaries,2004-09-24,2004,75
king of california,2007-09-14,2007,63
cell,2016-07-08,2016,38
i spy,2002-11-01,2002,35
shine,1996-11-20,1996,87
transsiberian,2008-07-18,2008,72
volcano,1997-04-25,1997,55
lunchbox,2014-02-28,2014,76
three identical strangers,2018-06-29,2018,81
thelma,2017-11-10,2017,74
wave,2016-03-04,2016,68
jodorowskys dune,2014-03-21,2014,79
new york i love you,2009-10-16,2009,49
quiet ones,2014-04-25,2014,41
gangs of wasseypur,2015-01-16,2015,89
wall,2017-05-12,2017,57
reno 911 miami,2007-02-23,2007,47
certified copy,2011-03-11,2011,82
rules of attraction,2002-10-11,2002,50
sandy wexler,2017-04-14,2017,40
medallion,2003-08-22,2003,38
three colors blue,1993-09-03,1993,85
good girl,2002-08-07,2002,71
sightseers,2013-05-10,2013,69
thank you for your service,2017-10-27,2017,68
sarah silverman jesus is magic,2005-11-11,2005,63
ra one,2011-10-26,2011,60
nixon,1995-12-20,1995,66
fur an imaginary portrait of diane arbus,2006-11-10,2006,50
turin horse,2012-02-10,2012,80
disappearance of alice creed,2010-08-06,2010,65
disappearance of eleanor rigby them,2014-09-12,2014,57
dont worry he wont get far on foot,2018-07-13,2018,67
willow creek,2014-06-06,2014,62
beach rats,2017-08-25,2017,78
rbg,2018-05-04,2018,71
diner,1982-03-05,1982,82
hunting ground,2015-02-27,2015,77
laurence anyways,2013-06-28,2013,73
tolkien,2019-05-10,2019,48
closet monster,2016-09-23,2016,81
ill see you in my dreams,2015-05-15,2015,75
officer and a gentleman,1982-07-28,1982,75
vhs viral,2014-11-21,2014,38
night of the living dead,1968-10-01,1968,89
rabbitproof fence,2002-11-29,2002,80
invisible woman,2013-12-25,2013,75
super dark times,2017-09-29,2017,75
igby goes down,2002-09-13,2002,72
year of the dog,2007-04-13,2007,70
united kingdom,2017-02-10,2017,65
popeye,1980-12-12,1980,64
i can do bad all by myself,2009-09-11,2009,55
blancanieves,2013-03-29,2013,82
pledge,2001-01-19,2001,71
blade of the immortal,2017-11-03,2017,72
101 dalmatians,1961-01-25,1961,83
beast,2018-05-11,2018,74
hallow,2015-11-06,2015,65
kikis delivery service,1989-07-29,1989,83
headon,2005-01-21,2005,78
braven,2018-02-02,2018,61
women on the verge of a nervous breakdown,1988-11-11,1988,85
after the storm,2017-03-17,2017,84
sugar,2009-04-03,2009,82
rocket science,2007-08-10,2007,73
great hack,2019-07-24,2019,67
polka king,2018-01-12,2018,65
beat that my heart skipped,2005-07-01,2005,75
rules dont apply,2016-11-23,2016,60
gerry,2003-02-14,2003,54
uglydolls,2019-05-03,2019,39
honeymooners,2005-06-10,2005,31
weekend,2014-03-14,2014,73
ten,2003-03-05,2003,86
club,2016-02-05,2016,73
my friend dahmer,2017-11-03,2017,68
10 items or less,2006-12-01,2006,54
labyrinth of lies,2015-09-30,2015,62
catch a fire,2006-10-27,2006,62
headshot,2017-03-03,2017,61
evening,2007-06-29,2007,45
kings queen,2005-05-13,2005,84
touch of sin,2013-10-04,2013,76
polisse,2012-05-18,2012,74
someone great,2019-04-19,2019,63
howl,2010-09-24,2010,63
living daylights,1987-07-31,1987,60
welcome to the dollhouse,1996-03-22,1996,83
affliction,1998-12-30,1998,79
sarahs key,2011-07-22,2011,59
just wright,2010-05-14,2010,51
square,2010-04-09,2010,75
company,2003-12-25,2003,73
all the real girls,2003-02-14,2003,71
cremaster 3,2002-05-15,2002,67
peeples,2013-05-10,2013,52
this christmas,2007-11-21,2007,63
date and switch,2014-02-14,2014,56
bee season,2005-11-11,2005,54
chico rita,2012-02-10,2012,76
code unknown incomplete tales of several journeys,2001-11-30,2001,74
strictly ballroom,1993-02-12,1993,72
humbling,2015-01-23,2015,59
dirty shame,2004-09-24,2004,56
shadow of a doubt,1943-01-15,1943,94
jane,2017-10-20,2017,87
anna and the apocalypse,2018-11-30,2018,63
felony,2014-10-17,2014,52
cesar chavez,2014-03-28,2014,51
uss indianapolis men of courage,2016-11-11,2016,30
house i live in,2012-10-05,2012,77
ushpizin,2005-10-19,2005,70
i am a sex addict,2006-04-05,2006,62
sense of an ending,2017-03-10,2017,61
born in china,2017-04-21,2017,57
keeping up with the steins,2006-05-12,2006,57
young ones,2014-10-17,2014,47
newtown,2016-10-07,2016,87
black orpheus,2006-02-24,2006,81
elling,2002-05-29,2002,70
teen spirit,2019-04-12,2019,57
haunter,2013-10-18,2013,49
beautiful life,2009-10-02,2009,13
clean,2005-08-12,2005,75
get me roger stone,2017-05-12,2017,75
waking ned devine,1998-11-20,1998,71
celsius 4111 the temperature at which the brain begins to die,2004-10-22,2004,42
deep red,1976-06-11,1976,89
trouble the water,2008-08-22,2008,83
wordplay,2006-06-16,2006,73
myth of the american sleepover,2011-07-22,2011,67
looking for eric,2010-05-14,2010,66
native son,2019-04-06,2019,63
almost christmas,2016-11-11,2016,55
dog eat dog,2016-11-04,2016,53
backtrack,2016-02-26,2016,43
dogtown and zboys,2002-04-26,2002,76
luce,2019-08-02,2019,73
manda bala send a bullet,2007-08-17,2007,71
double lover,2018-02-14,2018,70
son of the bride,2002-03-22,2002,68
afterschool,2009-10-02,2009,66
complete unknown,2016-08-26,2016,58
holidays,2016-04-22,2016,50
reincarnated,2013-03-15,2013,42
mountains may depart,2016-02-12,2016,79
battered bastards of baseball,2014-07-11,2014,75
trilogy the weeping meadow,2005-09-14,2005,73
top secret,1984-06-08,1984,68
eisenstein in guanajuato,2016-02-05,2016,60
red doors,2006-09-08,2006,60
roll bounce,2005-09-23,2005,59
here comes the devil,2013-12-13,2013,50
dark summer,2015-01-09,2015,31
time bandits,1981-11-06,1981,79
7852 hitchcocks shower scene,2017-10-13,2017,74
robin williams come inside my mind,2018-07-13,2018,74
yoohoo mrs goldberg,2009-07-10,2009,69
zoo,2007-04-25,2007,63
ira abby,2007-09-14,2007,62
woman a gun and a noodle shop,2010-09-03,2010,57
bokeh,2017-03-24,2017,56
tale of love and darkness,2016-08-19,2016,55
man who killed hitler and then the bigfoot,2019-02-08,2019,51
psychopathia sexualis,2006-06-08,2006,40
angeles plays itself,2004-07-28,2004,86
is the man who is tall happy,2013-11-22,2013,76
in july,2001-12-07,2001,71
nathalie,2006-04-14,2006,69
chronic,2016-09-23,2016,69
iraq for sale the war profiteers,2006-09-08,2006,68
night on earth,1991-12-12,1991,68
demonlover,2003-09-19,2003,64
summer of sangaile,2015-11-20,2015,63
stuck,2008-05-30,2008,61
day night day night,2007-05-09,2007,61
mercy,2018-11-30,2018,60
wolf totem,2015-09-11,2015,58
wxiii patlabor the movie 3,2003-01-10,2003,47
ballast,2008-10-01,2008,84
truman,2017-04-07,2017,81
regular lovers,2007-01-19,2007,76
girl on the bridge,2000-07-28,2000,75
king corn,2007-10-12,2007,70
gigantic a tale of two johns,2003-05-23,2003,64
royal night out,2015-12-04,2015,58
campfire,2005-09-09,2005,51
middle of nowhere,2012-10-12,2012,75
jim the james foley story,2016-01-28,2016,73
armstrong lie,2013-11-08,2013,67
mister foe,2008-09-05,2008,62
psycho iii,1986-07-02,1986,58
frank lola,2016-12-09,2016,56
take me,2017-05-05,2017,56
yves saint laurent,2014-06-25,2014,51
child of god,2014-08-01,2014,50
queens,2006-08-25,2006,49
come out and play,2013-03-22,2013,44
albatross,2012-01-13,2012,42
of men and war,2015-11-06,2015,87
bad news bears,1976-04-07,1976,83
roman polanski wanted and desired,2008-07-11,2008,78
seduced and abandoned,2013-10-18,2013,77
my country my country,2006-08-04,2006,74
behind the sun,2001-12-12,2001,73
boys of baraka,2005-11-30,2005,71
rapt,2011-07-06,2011,71
52 tuesdays,2015-03-27,2015,71
hide your smiling faces,2014-03-28,2014,69
good morning night,2005-11-11,2005,69
disorder,2016-08-12,2016,66
wild blue yonder,2006-10-27,2006,65
entertainment,2015-11-13,2015,65
incident at loch ness,2004-09-17,2004,62
family,2019-04-19,2019,60
cleopatra,1963-06-12,1963,60
acid house,1999-08-06,1999,55
frankenstein,1931-11-21,1931,91
seymour an introduction,2015-03-13,2015,83
diego maradona,2019-09-20,2019,78
linda ronstadt the sound of my voice,2019-09-06,2019,77
tigers are not afraid,2019-08-23,2019,76
heart of the game,2006-06-09,2006,74
miss hokusai,2016-10-14,2016,74
bill nye science guy,2017-10-27,2017,73
pianotuner of earthquakes,2006-11-17,2006,66
patti smith dream of life,2008-08-06,2008,66
quitting,2002-09-13,2002,61
barney thomson,2016-03-11,2016,59
apartment,1960-06-15,1960,94
private property,2007-05-18,2007,78
and everything is going fine,2010-12-10,2010,76
service serbis,2009-01-30,2009,76
ucarmen ekhayelitsha,2007-03-28,2007,74
like crazy,2017-05-05,2017,74
matangimayamia,2018-09-28,2018,70
poseidon adventure,1972-12-13,1972,70
out of the blue,2007-10-19,2007,70
cloak dagger,1984-08-10,1984,64
goldas balcony,2007-10-10,2007,62
my scientology movie,2017-03-10,2017,62
duck butter,2018-04-27,2018,58
skin,2019-07-26,2019,58
omega man,1971-08-01,1971,56
salt and fire,2017-04-07,2017,44
these birds walk,2013-11-01,2013,82
lost in america,1985-02-15,1985,76
russian woodpecker,2015-10-16,2015,74
elephant in the living room,2011-04-08,2011,69
dark star hr gigers world,2015-05-15,2015,62
boynton beach club,2006-08-04,2006,61
cut,2015-09-18,2015,56
our time,2019-06-14,2019,56
empire of silver,2011-06-02,2011,54
country called home,2016-02-26,2016,46
pulp fiction,1994-10-14,1994,94
lord of the rings the return of the king,2003-12-17,2003,94
iron man 3,2013-05-03,2013,62
spiderman homecoming,2017-07-07,2017,73
toy story 3,2010-06-18,2010,92
lord of the rings the two towers,2002-12-18,2002,87
star trek,2009-05-07,2009,82
hunger games catching fire,2013-11-22,2013,76
gone girl,2014-10-03,2014,79
spiderman 2,2004-06-30,2004,83
dawn of the planet of the apes,2014-07-11,2014,79
babadook,2014-11-28,2014,86
american beauty,1999-09-15,1999,86
finding nemo,2003-05-30,2003,90
babel,2006-10-27,2006,69
moonrise kingdom,2012-05-25,2012,84
brave,2012-06-22,2012,69
worlds end,2013-08-23,2013,81
source code,2011-04-01,2011,74
moana,2016-11-23,2016,81
back to the future,1985-07-03,1985,87
twilight saga new moon,2009-11-20,2009,44
silence of the lambs,1991-02-13,1991,85
curious case of benjamin button,2008-12-25,2008,70
grindhouse,2007-04-06,2007,77
toy story 4,2019-06-21,2019,84
dont breathe,2016-08-26,2016,71
kubo and the two strings,2016-08-19,2016,84
full metal jacket,1987-06-26,1987,76
dark shadows,2012-05-11,2012,55
burn after reading,2008-09-12,2008,63
school of rock,2003-10-03,2003,82
atomic blonde,2017-07-28,2017,63
flight,2012-11-02,2012,76
muppets,2011-11-23,2011,75
hellboy ii the golden army,2008-07-11,2008,78
resident evil the final chapter,2017-01-27,2017,49
don jon,2013-09-27,2013,66
pitch perfect 2,2015-05-15,2015,63
silence,2016-12-23,2016,79
spongebob movie sponge out of water,2015-02-06,2015,62
royal tenenbaums,2001-12-14,2001,76
oceans thirteen,2007-06-08,2007,62
chinatown,1974-06-20,1974,92
killing them softly,2012-11-30,2012,64
basic instinct,1992-03-20,1992,41
dreamgirls,2006-12-15,2006,76
chronicles of narnia prince caspian,2008-05-16,2008,62
get him to the greek,2010-06-04,2010,65
12 angry men,1957-04-01,1957,96
ballad of buster scruggs,2018-11-09,2018,79
danish girl,2015-11-27,2015,66
ghost writer,2010-02-19,2010,77
dead poets society,1989-06-16,1989,79
sing,2016-12-21,2016,59
boss baby,2017-03-31,2017,50
persepolis,2007-12-25,2007,90
deja vu,2006-11-22,2006,59
beasts of no nation,2015-10-16,2015,79
zoolander,2001-09-28,2001,61
blue velvet,1986-09-19,1986,76
attack the block,2011-07-29,2011,75
goldeneye,1995-11-17,1995,65
short term 12,2013-08-23,2013,82
jeepers creepers,2001-08-31,2001,49
another earth,2011-07-22,2011,66
simple favor,2018-09-14,2018,67
brick,2006-03-31,2006,72
tale of the princess kaguya,2014-10-17,2014,89
apollo 13,1995-06-30,1995,77
ed wood,1994-09-28,1994,70
wedding ringer,2015-01-16,2015,35
skyscraper,2018-07-13,2018,51
on the waterfront,1954-07-28,1954,91
dope,2015-06-19,2015,72
oldboy,2013-11-27,2013,49
smurfs 2,2013-07-31,2013,34
patriots day,2016-12-21,2016,69
insider,1999-11-05,1999,84
pirates band of misfits,2012-04-27,2012,73
velvet buzzsaw,2019-02-01,2019,61
its complicated,2009-12-25,2009,57
blue ruin,2014-04-25,2014,78
submarine,2011-06-03,2011,76
autopsy of jane doe,2016-12-21,2016,65
aloha,2015-05-29,2015,40
dragon wars dwar,2007-09-14,2007,33
basic instinct 2,2006-03-31,2006,26
solaris,2002-11-27,2002,65
exit through the gift shop,2010-04-16,2010,85
son of god,2014-02-28,2014,37
rescue dawn,2007-07-04,2007,77
three stooges,2012-04-13,2012,56
past,2013-12-20,2013,85
kings ransom,2005-04-22,2005,11
quiz show,1994-09-14,1994,88
alpha,2018-08-17,2018,63
cold pursuit,2019-02-08,2019,57
in the name of the father,1993-12-29,1993,84
girl who played with fire,2010-07-09,2010,66
ballistic ecks vs sever,2002-09-20,2002,19
blood simple,1985-01-18,1985,81
basketball diaries,1995-04-21,1995,46
sessions,2012-10-19,2012,79
thoroughbreds,2018-03-09,2018,75
fighting with my family,2019-02-14,2019,68
hannah montana miley cyrus best of both worlds concert,2008-02-01,2008,59
aquarius,2016-10-14,2016,88
holmes watson,2018-12-25,2018,24
all about my mother,1999-11-19,1999,87
driving miss daisy,1989-12-15,1989,81
my big fat independent movie,2005-09-30,2005,32
spy next door,2010-01-15,2010,27
life itself,2014-07-04,2014,87
girl with all the gifts,2017-02-24,2017,67
isnt it romantic,2019-02-13,2019,60
immigrant,2014-05-16,2014,77
secretariat,2010-10-08,2010,61
we own the night,2007-10-12,2007,59
nanny mcphee,2006-01-27,2006,59
score,2001-07-13,2001,71
man called ove,2016-09-30,2016,70
earth to echo,2014-07-02,2014,53
far from heaven,2002-11-08,2002,84
frozen river,2008-08-01,2008,82
kill your darlings,2013-10-16,2013,65
mother,2010-03-12,2010,79
compliance,2012-08-17,2012,68
bad moms christmas,2017-11-01,2017,42
secret of kells,2010-03-05,2010,81
house bunny,2008-08-22,2008,55
nobody knows,2005-02-04,2005,88
my life as a zucchini,2017-02-24,2017,85
homesman,2014-11-14,2014,68
dear zachary a letter to a son about his father,2008-10-31,2008,82
elegy,2008-08-08,2008,66
shopgirl,2005-10-21,2005,62
dangerous liaisons,1988-12-16,1988,74
red cliff,2009-11-18,2009,73
paris je taime,2007-05-04,2007,66
double jeopardy,1999-09-24,1999,40
mandela long walk to freedom,2013-11-29,2013,60
life of the party,2018-05-11,2018,46
walking with dinosaurs,2013-12-20,2013,37
dead man walking,1995-12-29,1995,80
going clear scientology and the prison of belief,2015-03-13,2015,80
please give,2010-04-30,2010,78
grifters,1990-12-05,1990,86
on the road,2012-12-21,2012,56
last exorcism part ii,2013-03-01,2013,35
guilty,2018-10-19,2018,83
darkness,2016-05-13,2016,27
colette,2018-09-21,2018,74
barneys version,2011-01-14,2011,67
under the silver lake,2019-04-19,2019,60
are we done yet,2007-04-04,2007,36
damned united,2009-10-09,2009,81
icarus,2017-08-04,2017,68
quiet american,2002-11-22,2002,84
parenthood,1989-08-02,1989,82
full monty,1997-08-13,1997,75
arctic,2019-02-01,2019,71
to the bone,2017-07-14,2017,64
private war,2018-11-02,2018,75
very long engagement,2004-11-26,2004,76
fyre,2019-01-18,2019,75
fast times at ridgemont high,1982-08-13,1982,67
one i love,2014-08-22,2014,66
my cousin rachel,2017-06-09,2017,63
its such a beautiful day,2012-10-05,2012,90
goldfinger,1965-01-09,1965,87
lean on pete,2018-04-06,2018,80
terms of endearment,1983-11-23,1983,79
blackcoats daughter,2017-03-31,2017,68
we are still here,2015-06-05,2015,65
on the basis of sex,2018-12-25,2018,59
duma,2005-08-05,2005,82
ive loved you so long,2008-10-24,2008,79
vanishing on 7th street,2011-02-18,2011,50
u2 3d,2008-01-23,2008,83
return,2004-02-06,2004,82
mariachi,1993-02-26,1993,73
broken embraces,2009-11-20,2009,76
murderball,2005-07-08,2005,87
everybody knows,2019-02-08,2019,68
quartet,2012-12-28,2012,64
stone,2010-10-08,2010,58
silent light,2009-01-07,2009,79
omar,2014-02-21,2014,75
heartbeats,2011-02-25,2011,70
girl with a pearl earring,2003-12-12,2003,72
redbelt,2008-05-02,2008,69
dr no,1963-05-08,1963,78
shine a light,2008-04-04,2008,76
bullhead,2012-02-17,2012,68
everyones hero,2006-09-15,2006,51
american movie,1999-11-05,1999,84
tokyo godfathers,2004-01-16,2004,73
rugrats in paris the movie rugrats ii,2000-11-17,2000,62
midsummer nights dream,1999-05-14,1999,61
what the do we know,2004-06-18,2004,38
tomboy,2011-11-16,2011,74
naked lunch,1991-12-27,1991,67
madeas big happy family,2011-04-22,2011,45
think like a man too,2014-06-20,2014,38
quills,2000-11-22,2000,70
i dont know how she does it,2011-09-16,2011,38
