title,release_year,genres,rating_imdb,rating_movielens,rating_metacritic,rating_rt_audience,count_ratings,imdb_norm,movielens_norm,metacritic_norm,rt_norm,num_available_ratings,superscore_mean,superscore_median
haunter,2013,"['Horror', 'Mystery', 'Thriller']",,3.0,49.0,42.0,3,,6.0,4.9,4.2,3,5.033333333333334,4.9
in a world,2013,['Comedy'],,4.0,79.0,71.0,3,,8.0,7.9,7.1,3,7.666666666666667,7.9
iron man 3,2013,"['Action', 'Sci-Fi', 'Thriller', 'IMAX']",,3.56,62.0,78.0,3,,7.12,6.2,7.8,3,7.04,7.12
jackass presents bad grandpa,2013,['Comedy'],,3.25,54.0,60.0,3,,6.5,5.4,6.0,3,5.966666666666666,6.0
jimi all is by my side,2013,['Drama'],,3.5,66.0,36.0,3,,7.0,6.6,3.6,3,5.733333333333333,6.6
joe,2013,['Drama'],6.8,,74.0,68.0,3,6.8,,7.4,6.8,3,7.0,6.8
kings of summer,2013,['Comedy'],,3.5,61.0,77.0,3,,7.0,6.1,7.7,3,6.933333333333334,7.0
labor day,2013,"['Drama', 'Romance']",6.9,,52.0,54.0,3,6.9,,5.2,5.4,3,5.833333333333333,5.4
leviathan,2013,['Drama'],,2.0,81.0,80.0,3,,4.0,8.1,8.0,3,6.7,8.0
lifeguard,2013,"['Comedy', 'Drama']",,3.5,34.0,26.0,3,,7.0,3.4,2.6,3,4.333333333333333,3.4
lunchbox,2013,"['Drama', 'Romance']",7.8,,76.0,87.0,3,7.8,,7.6,8.7,3,8.033333333333333,7.8
machete kills,2013,['Action & Adventure'],5.6,,41.0,35.0,3,5.6,,4.1,3.5,3,4.3999999999999995,4.1
mama,2013,"['Art House & International', 'Horror']",6.2,,57.0,55.0,3,6.2,,5.7,5.5,3,5.8,5.7
man of steel,2013,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'IMAX']",,3.3,55.0,75.0,3,,6.6,5.5,7.5,3,6.533333333333334,6.6
man of tai chi,2013,"['Action', 'IMAX']",,3.25,52.0,50.0,3,,6.5,5.2,5.0,3,5.566666666666666,5.2
mandela long walk to freedom,2013,['Drama'],,3.75,60.0,68.0,3,,7.5,6.0,6.8,3,6.766666666666667,6.8
mortal instruments city of bones,2013,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",5.8,,33.0,58.0,3,5.8,,3.3,5.8,3,4.966666666666666,5.8
odd thomas,2013,['Mystery & Suspense'],6.8,,45.0,65.0,3,6.8,,4.5,6.5,3,5.933333333333334,6.5
out of the furnace,2013,['Drama'],6.7,,63.0,52.0,3,6.7,,6.3,5.2,3,6.066666666666666,6.3
parker,2013,['Mystery & Suspense'],6.2,,42.0,48.0,3,6.2,,4.2,4.8,3,5.066666666666666,4.8
particle fever,2013,['Documentary'],,5.0,87.0,83.0,3,,10.0,8.7,8.3,3,9.0,8.7
planes,2013,"['Adventure', 'Animation', 'Comedy']",,3.0,39.0,49.0,3,,6.0,3.9,4.9,3,4.933333333333334,4.9
pretty one,2013,"['Comedy', 'Drama']",,4.0,53.0,45.0,3,,8.0,5.3,4.5,3,5.933333333333334,5.3
rapturepalooza,2013,"['Comedy', 'Fantasy']",,3.0,44.0,29.0,3,,6.0,4.4,2.9,3,4.433333333333334,4.4
reality,2013,['Comedy'],,4.0,55.0,69.0,3,,8.0,5.5,6.9,3,6.8,6.9
sacrament,2013,"['Horror', 'Thriller']",,4.0,49.0,47.0,3,,8.0,4.9,4.7,3,5.866666666666667,4.9
scary movie 5,2013,"['Comedy', 'Horror', 'Mystery & Suspense']",3.5,,11.0,38.0,3,3.5,,1.1,3.8,3,2.7999999999999994,3.5
selfish giant,2013,['Drama'],,3.5,83.0,81.0,3,,7.0,8.3,8.1,3,7.8,8.1
short term 12,2013,['Drama'],,3.75,82.0,92.0,3,,7.5,8.2,9.2,3,8.299999999999999,8.2
smurfs 2,2013,"['Animation', 'Children', 'Comedy']",,1.88,34.0,56.0,3,,3.76,3.4,5.6,3,4.253333333333333,3.76
stalingrad,2013,"['Action', 'Drama', 'War', 'IMAX']",,3.0,49.0,41.0,3,,6.0,4.9,4.1,3,5.0,4.9
stoker,2013,"['Drama', 'Mystery', 'Thriller']",,3.75,58.0,60.0,3,,7.5,5.8,6.0,3,6.433333333333334,6.0
texas chainsaw 3d,2013,"['Horror', 'Mystery', 'Thriller']",4.8,1.5,31.0,,3,4.8,3.0,3.1,,3,3.6333333333333333,3.1
tims vermeer,2013,['Documentary'],,4.0,76.0,86.0,3,,8.0,7.6,8.6,3,8.066666666666666,8.0
to do list,2013,['Comedy'],,2.5,61.0,46.0,3,,5.0,6.1,4.6,3,5.233333333333333,5.0
unknown known,2013,['Documentary'],,4.0,69.0,70.0,3,,8.0,6.9,7.0,3,7.3,7.0
upstream color,2013,"['Romance', 'Sci-Fi', 'Thriller']",,3.17,81.0,69.0,3,,6.34,8.1,6.9,3,7.113333333333333,6.9
vhs2,2013,"['Horror', 'Thriller']",,4.5,49.0,51.0,3,,9.0,4.9,5.1,3,6.333333333333333,5.1
we are what we are,2013,"['Drama', 'Horror', 'Mystery', 'Thriller']",,2.25,71.0,50.0,3,,4.5,7.1,5.0,3,5.533333333333334,5.0
welcome to the jungle,2013,['Comedy'],,2.0,25.0,20.0,3,,4.0,2.5,2.0,3,2.8333333333333335,2.5
what if,2013,"['Comedy', 'Drama', 'Romance']",,2.67,59.0,69.0,3,,5.34,5.9,6.9,3,6.046666666666667,5.9
zero theorem,2013,"['Drama', 'Fantasy', 'Sci-Fi']",,3.0,50.0,43.0,3,,6.0,5.0,4.3,3,5.1000000000000005,5.0
2 days in new york,2012,['Comedy'],,2.5,61.0,42.0,3,,5.0,6.1,4.2,3,5.1000000000000005,5.0
abcs of death,2012,['Horror'],,3.5,43.0,23.0,3,,7.0,4.3,2.3,3,4.533333333333334,4.3
act of killing,2012,['Documentary'],,5.0,90.0,85.0,3,,10.0,9.0,8.5,3,9.166666666666666,9.0
alex cross,2012,"['Action', 'Crime', 'Mystery', 'Thriller']",,1.5,30.0,47.0,3,,3.0,3.0,4.7,3,3.5666666666666664,3.0
american reunion,2012,"['Comedy', 'Romance']",6.7,,49.0,63.0,3,6.7,,4.9,6.3,3,5.966666666666668,6.3
amour,2012,"['Art House & International', 'Drama']",7.9,,94.0,82.0,3,7.9,,9.4,8.2,3,8.5,8.2
angels share,2012,"['Comedy', 'Drama']",,4.0,66.0,78.0,3,,8.0,6.6,7.8,3,7.466666666666666,7.8
arbitrage,2012,"['Drama', 'Mystery & Suspense']",6.6,,73.0,62.0,3,6.6,,7.3,6.2,3,6.699999999999999,6.6
avengers,2012,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",8.0,3.87,69.0,,3,8.0,7.74,6.9,,3,7.546666666666667,7.74
bay,2012,"['Horror', 'Sci-Fi', 'Thriller']",,2.5,65.0,43.0,3,,5.0,6.5,4.3,3,5.266666666666667,5.0
brake,2012,"['Crime', 'Thriller']",,2.0,38.0,40.0,3,,4.0,3.8,4.0,3,3.9333333333333336,4.0
brass teapot,2012,"['Comedy', 'Fantasy', 'Thriller']",,2.0,43.0,51.0,3,,4.0,4.3,5.1,3,4.466666666666667,4.3
byzantium,2012,"['Drama', 'Fantasy', 'Thriller']",,4.0,66.0,51.0,3,,8.0,6.6,5.1,3,6.566666666666666,6.6
chernobyl diaries,2012,"['Drama', 'Horror']",5.0,,32.0,28.0,3,5.0,,3.2,2.8,3,3.6666666666666665,3.2
collection,2012,"['Action & Adventure', 'Horror', 'Mystery & Suspense']",6.1,,38.0,49.0,3,6.1,,3.8,4.9,3,4.933333333333333,4.9
deadfall,2012,"['Crime', 'Drama', 'Thriller']",,1.5,52.0,37.0,3,,3.0,5.2,3.7,3,3.9666666666666663,3.7
diary of a wimpy kid dog days,2012,"['Children', 'Comedy']",,3.0,54.0,63.0,3,,6.0,5.4,6.3,3,5.8999999999999995,6.0
disconnect,2012,"['Drama', 'Thriller']",,1.5,64.0,75.0,3,,3.0,6.4,7.5,3,5.633333333333333,6.4
dr seuss the lorax,2012,"['Animation', 'Fantasy', 'Musical', 'IMAX']",,3.1,46.0,63.0,3,,6.2,4.6,6.3,3,5.7,6.2
for a good time call,2012,"['Comedy', 'Drama', 'Romance']",,2.5,55.0,53.0,3,,5.0,5.5,5.3,3,5.266666666666667,5.3
fp,2012,['Comedy'],,4.5,48.0,54.0,3,,9.0,4.8,5.4,3,6.400000000000001,5.4
frances ha,2012,"['Comedy', 'Drama']",,2.5,82.0,77.0,3,,5.0,8.2,7.7,3,6.966666666666666,7.7
gone,2012,"['Drama', 'Thriller']",,1.5,36.0,42.0,3,,3.0,3.6,4.2,3,3.6,3.6
grabbers,2012,"['Comedy', 'Horror', 'Sci-Fi']",,3.0,62.0,51.0,3,,6.0,6.2,5.1,3,5.766666666666666,6.0
guilt trip,2012,['Comedy'],,2.5,50.0,39.0,3,,5.0,5.0,3.9,3,4.633333333333334,5.0
holy motors,2012,"['Drama', 'Fantasy', 'Musical', 'Mystery', 'Sci-Fi']",,5.0,84.0,71.0,3,,10.0,8.4,7.1,3,8.5,8.4
hope springs,2012,"['Comedy', 'Drama']",,1.0,65.0,55.0,3,,2.0,6.5,5.5,3,4.666666666666667,5.5
hyde park on hudson,2012,"['Comedy', 'Drama']",,2.0,55.0,31.0,3,,4.0,5.5,3.1,3,4.2,4.0
ice age continental drift,2012,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",6.5,,49.0,62.0,3,6.5,,4.9,6.2,3,5.866666666666667,6.2
imposter,2012,['Documentary'],,4.75,77.0,78.0,3,,9.5,7.7,7.8,3,8.333333333333334,7.8
indie game the movie,2012,['Documentary'],,3.0,73.0,91.0,3,,6.0,7.3,9.1,3,7.466666666666666,7.3
john dies at the end,2012,"['Comedy', 'Fantasy', 'Horror']",,4.0,53.0,54.0,3,,8.0,5.3,5.4,3,6.233333333333334,5.4
joyful noise,2012,"['Comedy', 'Musical']",,1.5,44.0,65.0,3,,3.0,4.4,6.5,3,4.633333333333334,4.4
liberal arts,2012,"['Comedy', 'Drama']",,3.0,55.0,60.0,3,,6.0,5.5,6.0,3,5.833333333333333,6.0
lol,2012,"['Comedy', 'Drama', 'Romance']",4.4,3.5,,51.0,3,4.4,7.0,,5.1,3,5.5,5.1
lola versus,2012,"['Comedy', 'Romance']",,1.5,49.0,31.0,3,,3.0,4.9,3.1,3,3.6666666666666665,3.1
lords of salem,2012,"['Horror', 'Thriller']",,2.5,57.0,30.0,3,,5.0,5.7,3.0,3,4.566666666666666,5.0
maniac,2012,"['Horror', 'Thriller']",,3.5,47.0,44.0,3,,7.0,4.7,4.4,3,5.366666666666667,4.7
marley,2012,['Documentary'],,3.5,82.0,90.0,3,,7.0,8.2,9.0,3,8.066666666666666,8.2
mental,2012,"['Comedy', 'Drama']",,2.0,42.0,55.0,3,,4.0,4.2,5.5,3,4.566666666666666,4.2
miserables,2012,"['Drama', 'Musical & Performing Arts', 'Romance']",7.5,,63.0,79.0,3,7.5,,6.3,7.9,3,7.233333333333334,7.5
much ado about nothing,2012,"['Comedy', 'Drama', 'Romance']",,3.0,78.0,77.0,3,,6.0,7.8,7.7,3,7.166666666666667,7.7
nature calls,2012,['Comedy'],,1.5,30.0,17.0,3,,3.0,3.0,1.7,3,2.566666666666667,3.0
odd life of timothy green,2012,"['Comedy', 'Drama', 'Fantasy']",,5.0,47.0,67.0,3,,10.0,4.7,6.7,3,7.133333333333333,6.7
one for the money,2012,"['Action', 'Comedy', 'Crime']",,2.0,22.0,42.0,3,,4.0,2.2,4.2,3,3.466666666666667,4.0
pact,2012,"['Horror', 'Mystery', 'Thriller']",,3.5,54.0,41.0,3,,7.0,5.4,4.1,3,5.5,5.4
parental guidance,2012,['Comedy'],,2.0,36.0,59.0,3,,4.0,3.6,5.9,3,4.5,4.0
passion,2012,"['Crime', 'Drama', 'Mystery', 'Thriller']",,1.0,53.0,25.0,3,,2.0,5.3,2.5,3,3.266666666666667,2.5
perverts guide to ideology,2012,['Documentary'],,3.5,71.0,78.0,3,,7.0,7.1,7.8,3,7.3,7.1
pirates band of misfits,2012,"['Adventure', 'Animation', 'Children', 'Comedy']",,3.33,73.0,60.0,3,,6.66,7.3,6.0,3,6.653333333333333,6.66
playing for keeps,2012,"['Comedy', 'Romance']",,3.0,27.0,41.0,3,,6.0,2.7,4.1,3,4.266666666666667,4.1
possession,2012,"['Horror', 'Mystery & Suspense']",5.9,,45.0,48.0,3,5.9,,4.5,4.8,3,5.066666666666666,4.8
promised land,2012,['Drama'],,3.0,55.0,46.0,3,,6.0,5.5,4.6,3,5.366666666666667,5.5
queen of versailles,2012,['Documentary'],,2.0,80.0,73.0,3,,4.0,8.0,7.3,3,6.433333333333334,7.3
red tails,2012,"['Action', 'Adventure', 'Drama', 'War']",,1.5,46.0,58.0,3,,3.0,4.6,5.8,3,4.466666666666666,4.6
robot frank,2012,"['Comedy', 'Drama', 'Sci-Fi']",7.0,3.0,,75.0,3,7.0,6.0,,7.5,3,6.833333333333333,7.0
searching for sugar man,2012,['Documentary'],,4.25,79.0,92.0,3,,8.5,7.9,9.2,3,8.533333333333333,8.5
shadow dancer,2012,"['Crime', 'Drama', 'Thriller']",,3.0,71.0,52.0,3,,6.0,7.1,5.2,3,6.1000000000000005,6.0
side by side,2012,['Documentary'],,3.0,82.0,86.0,3,,6.0,8.2,8.6,3,7.599999999999999,8.2
sightseers,2012,['Comedy'],,4.5,69.0,62.0,3,,9.0,6.9,6.2,3,7.366666666666667,6.9
smashed,2012,"['Comedy', 'Drama']",,4.0,71.0,68.0,3,,8.0,7.1,6.8,3,7.3,7.1
spring breakers,2012,"['Action & Adventure', 'Art House & International', 'Comedy', 'Cult Movies', 'Drama']",5.3,,63.0,38.0,3,5.3,,6.3,3.8,3,5.133333333333333,5.3
stand up guys,2012,"['Comedy', 'Crime']",,2.5,41.0,46.0,3,,5.0,4.1,4.6,3,4.566666666666666,4.6
step up revolution,2012,"['Drama', 'Musical & Performing Arts', 'Romance']",6.4,,43.0,68.0,3,6.4,,4.3,6.8,3,5.833333333333333,6.4
stuck in love,2012,"['Comedy', 'Drama', 'Romance']",,4.0,49.0,68.0,3,,8.0,4.9,6.8,3,6.566666666666666,6.8
tall man,2012,"['Crime', 'Drama', 'Mystery']",,1.5,52.0,38.0,3,,3.0,5.2,3.8,3,4.0,3.8
think like a man,2012,['Comedy'],,2.5,51.0,79.0,3,,5.0,5.1,7.9,3,6.0,5.1
three stooges,2012,['Comedy'],,1.25,56.0,47.0,3,,2.5,5.6,4.7,3,4.266666666666667,4.7
to rome with love,2012,['Comedy'],,3.0,54.0,40.0,3,,6.0,5.4,4.0,3,5.133333333333334,5.4
total recall,2012,"['Action', 'Sci-Fi', 'Thriller']",6.2,3.19,,47.0,3,6.2,6.38,,4.7,3,5.760000000000001,6.2
trouble with the curve,2012,['Drama'],6.8,,58.0,66.0,3,6.8,,5.8,6.6,3,6.3999999999999995,6.6
universal soldier day of reckoning,2012,"['Action', 'Sci-Fi', 'Thriller']",,4.0,58.0,34.0,3,,8.0,5.8,3.4,3,5.733333333333333,5.8
vamps,2012,"['Comedy', 'Horror', 'Romance']",,1.5,57.0,33.0,3,,3.0,5.7,3.3,3,4.0,3.3
wadjda,2012,['Drama'],,2.5,81.0,88.0,3,,5.0,8.1,8.8,3,7.3,8.1
wanderlust,2012,['Comedy'],,3.0,53.0,39.0,3,,6.0,5.3,3.9,3,5.066666666666667,5.3
why stop now,2012,"['Comedy', 'Drama']",,1.5,36.0,28.0,3,,3.0,3.6,2.8,3,3.133333333333333,3.0
wrong,2012,"['Comedy', 'Drama']",,4.0,58.0,54.0,3,,8.0,5.8,5.4,3,6.400000000000001,5.8
10 years,2011,"['Comedy', 'Drama', 'Romance']",,3.5,61.0,40.0,3,,7.0,6.1,4.0,3,5.7,6.1
african cats,2011,"['Adventure', 'Documentary']",,2.5,61.0,77.0,3,,5.0,6.1,7.7,3,6.266666666666667,6.1
albatross,2011,['Drama'],,2.5,42.0,39.0,3,,5.0,4.2,3.9,3,4.366666666666666,4.2
alvin and the chipmunks chipwrecked,2011,"['Animation', 'Comedy']",,1.0,24.0,51.0,3,,2.0,2.4,5.1,3,3.1666666666666665,2.4
art of getting by,2011,"['Drama', 'Romance']",,3.0,36.0,46.0,3,,6.0,3.6,4.6,3,4.733333333333333,4.6
beaver,2011,"['Comedy', 'Drama']",6.6,,60.0,55.0,3,6.6,,6.0,5.5,3,6.033333333333334,6.0
being elmo a puppeteers journey,2011,['Documentary'],,3.5,71.0,87.0,3,,7.0,7.1,8.7,3,7.599999999999999,7.1
bellflower,2011,"['Action', 'Drama', 'Romance']",,3.5,72.0,63.0,3,,7.0,7.2,6.3,3,6.833333333333333,7.0
big mommas like father like son,2011,['Comedy'],,1.0,22.0,58.0,3,,2.0,2.2,5.8,3,3.3333333333333335,2.2
big year,2011,['Comedy'],,3.75,53.0,40.0,3,,7.5,5.3,4.0,3,5.6000000000000005,5.3
bill cunningham new york,2011,['Documentary'],,4.5,76.0,92.0,3,,9.0,7.6,9.2,3,8.6,9.0
bully,2011,['Documentary'],,3.5,74.0,78.0,3,,7.0,7.4,7.8,3,7.3999999999999995,7.4
captain america the first avenger,2011,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']",6.9,3.55,,74.0,3,6.9,7.1,,7.4,3,7.133333333333333,7.1
cedar rapids,2011,['Comedy'],,2.25,70.0,59.0,3,,4.5,7.0,5.9,3,5.8,5.9
comiccon episode iv a fans hope,2011,['Documentary'],,2.0,64.0,79.0,3,,4.0,6.4,7.9,3,6.1000000000000005,6.4
coriolanus,2011,"['Drama', 'Thriller']",,2.5,79.0,58.0,3,,5.0,7.9,5.8,3,6.233333333333333,5.8
damsels in distress,2011,"['Comedy', 'Romance']",,2.25,67.0,39.0,3,,4.5,6.7,3.9,3,5.033333333333333,4.5
decoy bride,2011,"['Comedy', 'Romance']",,3.67,42.0,51.0,3,,7.34,4.2,5.1,3,5.546666666666667,5.1
detachment,2011,['Drama'],,4.0,52.0,74.0,3,,8.0,5.2,7.4,3,6.866666666666667,7.4
devils double,2011,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",7.1,,52.0,64.0,3,7.1,,5.2,6.4,3,6.233333333333334,6.4
double,2011,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",,1.5,37.0,33.0,3,,3.0,3.7,3.3,3,3.3333333333333335,3.3
dream house,2011,['Mystery & Suspense'],6.0,,35.0,36.0,3,6.0,,3.5,3.6,3,4.366666666666666,3.6
fast five,2011,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",7.3,,66.0,83.0,3,7.3,,6.6,8.3,3,7.3999999999999995,7.3
first position,2011,['Documentary'],,3.5,72.0,84.0,3,,7.0,7.2,8.4,3,7.533333333333334,7.2
friends with kids,2011,['Comedy'],,3.67,55.0,49.0,3,,7.34,5.5,4.9,3,5.913333333333334,5.5
fullmetal alchemist the sacred star of milos,2011,"['Action', 'Adventure', 'Animation']",,2.0,54.0,81.0,3,,4.0,5.4,8.1,3,5.833333333333333,5.4
god bless america,2011,"['Comedy', 'Drama']",,4.5,56.0,68.0,3,,9.0,5.6,6.8,3,7.133333333333333,6.8
goon,2011,"['Comedy', 'Drama']",,3.25,64.0,71.0,3,,6.5,6.4,7.1,3,6.666666666666667,6.5
happy feet two,2011,"['Animation', 'Children', 'Comedy', 'IMAX']",,5.0,50.0,60.0,3,,10.0,5.0,6.0,3,7.0,6.0
hobo with a shotgun,2011,"['Action', 'Adventure', 'Crime', 'Thriller']",,2.38,55.0,57.0,3,,4.76,5.5,5.7,3,5.32,5.5
hop,2011,"['Animation', 'Children', 'Comedy']",,2.75,41.0,53.0,3,,5.5,4.1,5.3,3,4.966666666666666,5.3
hysteria,2011,"['Comedy', 'Romance']",,4.0,53.0,54.0,3,,8.0,5.3,5.4,3,6.233333333333334,5.4
i dont know how she does it,2011,['Comedy'],,1.5,38.0,32.0,3,,3.0,3.8,3.2,3,3.3333333333333335,3.2
innkeepers,2011,"['Horror', 'Thriller']",,2.75,64.0,42.0,3,,5.5,6.4,4.2,3,5.366666666666667,5.5
into the abyss,2011,['Documentary'],,5.0,74.0,76.0,3,,10.0,7.4,7.6,3,8.333333333333334,7.6
intouchables,2011,"['Comedy', 'Drama']",,4.11,57.0,93.0,3,,8.22,5.7,9.3,3,7.740000000000001,8.22
j edgar,2011,['Drama'],6.5,2.5,59.0,,3,6.5,5.0,5.9,,3,5.8,5.9
jane eyre,2011,"['Drama', 'Romance']",,3.0,76.0,76.0,3,,6.0,7.6,7.6,3,7.066666666666666,7.6
jiro dreams of sushi,2011,['Documentary'],,4.1,77.0,92.0,3,,8.2,7.7,9.2,3,8.366666666666665,8.2
justin bieber never say never,2011,"['Documentary', 'Musical & Performing Arts']",1.7,,52.0,65.0,3,1.7,,5.2,6.5,3,4.466666666666667,5.2
ledge,2011,"['Drama', 'Thriller']",,2.5,34.0,48.0,3,,5.0,3.4,4.8,3,4.3999999999999995,4.8
machine gun preacher,2011,"['Action & Adventure', 'Drama']",6.7,,43.0,62.0,3,6.7,,4.3,6.2,3,5.733333333333333,6.2
margaret,2011,['Drama'],,3.0,61.0,48.0,3,,6.0,6.1,4.8,3,5.633333333333333,6.0
mars needs moms,2011,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi', 'IMAX']",,3.5,49.0,40.0,3,,7.0,4.9,4.0,3,5.3,4.9
martha marcy may marlene,2011,"['Drama', 'Thriller']",,3.75,75.0,71.0,3,,7.5,7.5,7.1,3,7.366666666666667,7.5
monsieur lazhar,2011,"['Children', 'Comedy', 'Drama']",,4.5,82.0,86.0,3,,9.0,8.2,8.6,3,8.6,8.6
monte carlo,2011,"['Adventure', 'Comedy', 'Romance']",,3.0,43.0,49.0,3,,6.0,4.3,4.9,3,5.066666666666667,4.9
pearl jam twenty,2011,"['Documentary', 'Musical']",,0.5,59.0,89.0,3,,1.0,5.9,8.9,3,5.266666666666667,5.9
perfect sense,2011,"['Drama', 'Romance', 'Sci-Fi']",,4.25,55.0,59.0,3,,8.5,5.5,5.9,3,6.633333333333333,5.9
priest,2011,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",,3.0,41.0,46.0,3,,6.0,4.1,4.6,3,4.8999999999999995,4.6
puncture,2011,['Drama'],,3.0,54.0,54.0,3,,6.0,5.4,5.4,3,5.6000000000000005,5.4
raid redemption,2011,"['Action', 'Crime']",,4.33,73.0,87.0,3,,8.66,7.3,8.7,3,8.22,8.66
rite,2011,"['Drama', 'Mystery & Suspense']",6.0,,38.0,40.0,3,6.0,,3.8,4.0,3,4.6000000000000005,4.0
roommate,2011,"['Drama', 'Thriller']",,2.0,23.0,27.0,3,,4.0,2.3,2.7,3,3.0,2.7
salmon fishing in the yemen,2011,"['Comedy', 'Drama', 'Romance']",,1.5,58.0,64.0,3,,3.0,5.8,6.4,3,5.066666666666667,5.8
samsara,2011,['Documentary'],,3.83,65.0,87.0,3,,7.66,6.5,8.7,3,7.62,7.66
sanctum,2011,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",5.9,,42.0,37.0,3,5.9,,4.2,3.7,3,4.6000000000000005,4.2
seeking justice,2011,"['Action', 'Drama', 'Thriller']",,2.0,38.0,39.0,3,,4.0,3.8,3.9,3,3.9,3.9
shark night 3d,2011,"['Horror', 'Thriller']",,1.5,22.0,22.0,3,,3.0,2.2,2.2,3,2.466666666666667,2.2
snowtown murders,2011,"['Crime', 'Drama', 'Thriller']",,2.5,66.0,66.0,3,,5.0,6.6,6.6,3,6.066666666666666,6.6
something borrowed,2011,"['Comedy', 'Drama', 'Romance']",,3.25,36.0,48.0,3,,6.5,3.6,4.8,3,4.966666666666666,4.8
sound of my voice,2011,"['Drama', 'Mystery', 'Sci-Fi']",,3.5,67.0,66.0,3,,7.0,6.7,6.6,3,6.766666666666666,6.7
take this waltz,2011,"['Drama', 'Romance']",,3.5,68.0,58.0,3,,7.0,6.8,5.8,3,6.533333333333334,6.8
terri,2011,['Comedy'],,3.5,72.0,60.0,3,,7.0,7.2,6.0,3,6.733333333333333,7.0
this must be the place,2011,"['Crime', 'Drama', 'Thriller']",,3.5,61.0,58.0,3,,7.0,6.1,5.8,3,6.3,6.1
thor,2011,"['Action', 'Adventure', 'Drama', 'Fantasy', 'IMAX']",,3.51,57.0,76.0,3,,7.02,5.7,7.6,3,6.773333333333333,7.02
tinker tailor soldier spy,2011,"['Drama', 'Film-Noir', 'Thriller']",,3.81,85.0,65.0,3,,7.62,8.5,6.5,3,7.54,7.62
tomboy,2011,['Drama'],,3.0,74.0,82.0,3,,6.0,7.4,8.2,3,7.2,7.4
tyrannosaur,2011,['Drama'],,3.5,65.0,85.0,3,,7.0,6.5,8.5,3,7.333333333333333,7.0
win win,2011,"['Comedy', 'Drama']",,3.75,75.0,85.0,3,,7.5,7.5,8.5,3,7.833333333333333,7.5
winnie the pooh,2011,"['Animation', 'Children', 'Comedy']",,3.0,74.0,80.0,3,,6.0,7.4,8.0,3,7.133333333333333,7.4
woman,2011,['Horror'],,3.5,58.0,56.0,3,,7.0,5.8,5.6,3,6.133333333333333,5.8
xmen first class,2011,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']",,3.79,65.0,87.0,3,,7.58,6.5,8.7,3,7.593333333333334,7.58
your sisters sister,2011,"['Comedy', 'Drama']",,4.0,72.0,66.0,3,,8.0,7.2,6.6,3,7.266666666666666,7.2
all good things,2010,"['Drama', 'Mystery', 'Thriller']",,3.75,57.0,37.0,3,,7.5,5.7,3.7,3,5.633333333333333,5.7
barneys version,2010,['Drama'],,4.0,67.0,78.0,3,,8.0,6.7,7.8,3,7.5,7.8
beautiful boy,2010,['Drama'],,4.0,62.0,56.0,3,,8.0,6.2,5.6,3,6.599999999999999,6.2
biutiful,2010,['Drama'],,4.25,58.0,74.0,3,,8.5,5.8,7.4,3,7.233333333333334,7.4
bunraku,2010,"['Action', 'Drama', 'Fantasy']",,1.5,28.0,49.0,3,,3.0,2.8,4.9,3,3.5666666666666664,3.0
burke and hare,2010,"['Comedy', 'Thriller']",,4.0,46.0,35.0,3,,8.0,4.6,3.5,3,5.366666666666667,4.6
casino jack,2010,"['Comedy', 'Crime']",,4.0,51.0,34.0,3,,8.0,5.1,3.4,3,5.5,5.1
catfish,2010,"['Documentary', 'Mystery']",,3.67,65.0,71.0,3,,7.34,6.5,7.1,3,6.9799999999999995,7.1
cave of forgotten dreams,2010,['Documentary'],,3.0,86.0,73.0,3,,6.0,8.6,7.3,3,7.3,7.3
centurion,2010,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",6.3,,62.0,43.0,3,6.3,,6.2,4.3,3,5.6000000000000005,6.2
charlie st cloud,2010,['Drama'],6.4,,37.0,60.0,3,6.4,,3.7,6.0,3,5.366666666666667,6.0
company men,2010,['Drama'],,2.5,69.0,55.0,3,,5.0,6.9,5.5,3,5.8,5.5
cyrus,2010,"['Comedy', 'Drama', 'Romance']",,2.5,74.0,53.0,3,,5.0,7.4,5.3,3,5.8999999999999995,5.3
edge of darkness,2010,"['Drama', 'Mystery & Suspense']",6.6,,55.0,49.0,3,6.6,,5.5,4.9,3,5.666666666666667,5.5
exit through the gift shop,2010,"['Comedy', 'Documentary']",,4.04,85.0,91.0,3,,8.08,8.5,9.1,3,8.56,8.5
fair game,2010,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",6.8,,69.0,65.0,3,6.8,,6.9,6.5,3,6.733333333333333,6.8
four lions,2010,"['Comedy', 'Drama']",,4.0,68.0,80.0,3,,8.0,6.8,8.0,3,7.6000000000000005,8.0
