norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,year,release_date,genres,ID_IMDB,ID_METACRITIC,ID_MOVIELENS
bad day for the cut,0,,,,92.0,bad day for the cut,2017,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
bad education,0,,81.0,3.8,88.0,bad education,2004,,"['Drama', 'Mystery', 'Thriller', 'Fantasy', 'Romance', 'Crime']",,7455.0,5373.0
bad education,1,,,,94.0,bad education,2020,,"['Comedy', 'Drama']",,,
bad girls,0,,,2.5,9.0,bad girls,1994,,['Western'],,,361.0
bad grandpa,0,6.5,,,,bad grandpa,2013,,['Comedy'],2937.0,,
bad hurt,0,,,,80.0,bad hurt,2016,,['Drama'],,,
bad influence,0,,,,67.0,bad influence,1990,,"['Drama', 'Mystery & Suspense']",,,
bad johnson,0,,25.0,,28.0,bad johnson,2014,,"['Fantasy', 'Comedy']",,5180.0,
bad karma,0,,,2.0,,bad karma,2012,,['Thriller'],,,8320.0
bad kids go to hell,0,,,,44.0,bad kids go to hell,2012,,"['Comedy', 'Mystery & Suspense']",,,
bad lieutenant,0,,70.0,3.4,77.0,bad lieutenant,1992,,"['Drama', 'Thriller', 'Crime']",,8678.0,2458.0
bad lieutenant port of call new orleans,0,,,2.2,85.0,bad lieutenant port of call new orleans,2009,,"['Crime', 'Drama']",,,7171.0
bad milo,0,,62.0,1.0,62.0,bad milo,2013,,"['Horror', 'Comedy']",,8696.0,8253.0
bad moms,0,6.2,60.0,3.8,58.0,bad moms,2016,,['Comedy'],3102.0,5943.0,9339.0
bad moon,0,,,,33.0,bad moon,1996,,"['Horror', 'Mystery & Suspense']",,,
bad news bears,0,,,3.3,,bad news bears,1976,,['Comedy'],,,3716.0
bad news bears,1,,65.0,3.0,48.0,bad news bears,2005,,"['Sport', 'Comedy', 'Family']",,8667.0,5929.0
bad rap,0,,,,70.0,bad rap,2017,,"['Documentary', 'Musical & Performing Arts']",,,
bad reputation,0,,66.0,,79.0,bad reputation,2018,,"['Music', 'Documentary']",,8444.0,
bad samaritan,0,,42.0,,53.0,bad samaritan,2018,,"['Thriller', 'Horror']",,2409.0,
bad santa,0,7.1,70.0,3.4,79.0,bad santa,2003,,"['Comedy', 'Crime', 'Drama']",1194.0,3279.0,4649.0
bad santa 2,0,,38.0,0.5,24.0,bad santa 2,2016,,"['Drama', 'Comedy', 'Crime']",,3844.0,9402.0
bad seed,0,,,4.0,,bad seed,1956,,"['Drama', 'Thriller']",,,2231.0
bad seed,1,,,,20.0,bad seed,2001,,"['Horror', 'Mystery & Suspense']",,,
bad taste,0,,,3.0,,bad taste,1987,,"['Comedy', 'Horror', 'Sci-Fi']",,,954.0
bad taste,1,,,,68.0,bad taste,1989,,"['Comedy', 'Horror', 'Science Fiction & Fantasy']",,,
bad teacher,0,5.6,47.0,2.9,44.0,bad teacher,2011,,"['Comedy', 'Romance']",2254.0,6260.0,7613.0
bad times at the el royale,0,7.1,60.0,,74.0,bad times at the el royale,2018,,"['Crime', 'Drama', 'Mystery']",3229.0,4953.0,
bad timing,0,,,,50.0,bad timing,1980,,['Mystery & Suspense'],,,
bad turn worse,0,,62.0,,80.0,bad turn worse,2014,,"['Drama', 'Thriller', 'Crime']",,6539.0,
bad words,0,6.6,57.0,2.0,65.0,bad words,2013,,"['Comedy', 'Drama']",2748.0,6668.0,8373.0
badland,0,,,,16.0,badland,2007,,['Drama'],,,
badlands,0,7.7,93.0,4.1,98.0,badlands,1973,,"['Action', 'Crime', 'Drama']",21.0,6665.0,2796.0
bag it,0,,,,100.0,bag it,2011,,"['Documentary', 'Drama']",,,
bag man,0,,,3.5,,bag man,2014,,"['Crime', 'Drama', 'Thriller']",,,8367.0
bagdad cafe,0,,,3.9,85.0,bagdad cafe,1987,,"['Comedy', 'Drama']",,,3340.0
baggage claim,0,,34.0,,15.0,baggage claim,2013,,['Comedy'],,5116.0,
baghead,0,,62.0,,78.0,baghead,2008,,"['Drama', 'Horror', 'Comedy', 'Romance']",,8010.0,
bahubali the beginning,0,8.0,,,,bahubali the beginning,2015,,"['Action', 'Drama']",2875.0,,
bai ri yan huo,0,,,,96.0,bai ri yan huo,2015,,"['Drama', 'Mystery & Suspense']",,,
bai she chuan shuo,0,,,,27.0,bai she chuan shuo,2013,,"['Action & Adventure', 'Documentary', 'Drama']",,,
bait,0,,39.0,2.5,26.0,bait,2000,,"['Action', 'Thriller', 'Crime']",,1540.0,2905.0
bait,1,,,,47.0,bait,2012,,"['Action & Adventure', 'Horror', 'Mystery & Suspense']",,,
bakery in brooklyn,0,,,,43.0,bakery in brooklyn,2017,,['Comedy'],,,
bakjwi,0,7.1,,,81.0,bakjwi,2009,,"['Drama', 'Fantasy', 'Horror']",1773.0,,
bakuman,0,,,4.0,,bakuman,2015,,"['Comedy', 'Drama']",,,9260.0
balance,0,,,4.5,,balance,1989,,"['Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",,,7156.0
ball of fire,0,,,,100.0,ball of fire,1941,,"['Comedy', 'Drama']",,,
ballad of bering strait,0,,,,67.0,ballad of bering strait,2003,,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
ballad of jack and rose,0,,,3.1,,ballad of jack and rose,2005,,['Drama'],,,5834.0
ballad of narayama,0,,,5.0,,ballad of narayama,1983,,['Drama'],,,1889.0
ballast,0,,84.0,,92.0,ballast,2008,,['Drama'],,7636.0,
ballet 422,0,,74.0,,87.0,ballet 422,2015,,"['Drama', 'Sport', 'Music', 'Documentary']",,4245.0,
ballet shoes,0,,,,100.0,ballet shoes,2008,,"['Drama', 'Kids & Family']",,,
ballets russes,0,,81.0,,92.0,ballets russes,2005,,"['History', 'Music', 'Documentary']",,8744.0,
ballistic ecks vs sever,0,,19.0,2.5,0.0,ballistic ecks vs sever,2002,,"['Action', 'Thriller']",,7812.0,3972.0
ballplayer pelotero,0,,75.0,,86.0,ballplayer pelotero,2012,,"['Drama', 'Sport', 'Documentary']",,237.0,
balls of fury,0,,38.0,2.8,21.0,balls of fury,2007,,"['Action', 'Sport', 'Comedy', 'Romance', 'Crime']",,5017.0,6525.0
balls out gary the tennis coach,0,,,2.0,,balls out gary the tennis coach,2009,,['Comedy'],,,7011.0
balto,0,,,3.1,54.0,balto,1995,,"['Adventure', 'Animation', 'Children']",,,13.0
balzac and the little chinese seamstress,0,,65.0,,77.0,balzac and the little chinese seamstress,2005,,"['Biography', 'Drama', 'Comedy', 'Romance']",,8822.0,
bamako,0,,81.0,,,bamako,2007,,['Drama'],,3424.0,
bamba la,0,,,2.8,,bamba la,1987,,['Drama'],,,2599.0
bambi,0,,91.0,3.4,90.0,bambi,1942,,"['Drama', 'Animation', 'Family']",,6060.0,1493.0
bambi ii,0,,,,50.0,bambi ii,2006,,"['Animation', 'Kids & Family']",,,
bamboozled,0,,50.0,2.9,,bamboozled,2000,,"['Drama', 'Comedy', 'Music']",,2970.0,2937.0
banana joe,0,,,2.8,,banana joe,1981,,['Comedy'],,,4030.0
banana split,0,,,,89.0,banana split,2020,,['Comedy'],,,
bananas,0,,,3.4,82.0,bananas,1971,,"['Comedy', 'War']",,,818.0
bananas,1,,,,86.0,bananas,2009,,"['Art House & International', 'Documentary', 'Special Interest']",,,
band aid,0,,67.0,,87.0,band aid,2017,,['Comedy'],,6523.0,
band of angels,0,,,,40.0,band of angels,1957,,"['Action & Adventure', 'Classics', 'Drama']",,,
band of brothers,0,,,4.3,,band of brothers,2001,,"['Action', 'Drama', 'War']",,,9480.0
band of outsiders,0,,,3.5,,band of outsiders,1964,,"['Comedy', 'Crime', 'Drama', 'Romance']",,,4175.0
band of robbers,0,,57.0,,78.0,band of robbers,2016,,"['Adventure', 'Thriller', 'Comedy', 'Crime']",,5440.0,
band of the hand,0,,,1.0,11.0,band of the hand,1986,,"['Action', 'Crime', 'Drama']",,,2572.0
band s visit,0,,,3.5,,band s visit,2007,,"['Comedy', 'Drama']",,,6645.0
band wagon,0,,,3.8,,band wagon,1953,,"['Comedy', 'Musical']",,,717.0
bandidas,0,,,1.0,53.0,bandidas,2006,,"['Action', 'Comedy', 'Crime', 'Western']",,,6106.0
bandits,0,6.5,60.0,2.7,64.0,bandits,2001,,"['Comedy', 'Crime', 'Drama']",1000.0,2237.0,3536.0
bandolero,0,,,,20.0,bandolero,1968,,"['Action & Adventure', 'Art House & International', 'Classics', 'Western']",,,
bandslam,0,,66.0,,82.0,bandslam,2009,,"['Drama', 'Comedy', 'Romance', 'Music', 'Family']",,9014.0,
bandwagon,0,,,,80.0,bandwagon,1997,,['Comedy'],,,
bang gang,0,,53.0,,,bang gang,2016,,['Drama'],,3470.0,
bang rajan,0,,59.0,,,bang rajan,2004,,"['Action', 'Drama', 'History', 'War']",,5208.0,
bang the drum slowly,0,,,,92.0,bang the drum slowly,1973,,"['Classics', 'Comedy', 'Drama', 'Sports & Fitness']",,,
bang you re dead,0,,,4.0,,bang you re dead,2002,,['Drama'],,,5007.0
banger sisters,0,,,2.0,,banger sisters,2002,,"['Comedy', 'Drama']",,,3973.0
bangkok dangerous,0,,,,51.0,bangkok dangerous,1999,,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense', 'Romance']",,,
bangkok dangerous,1,,45.0,,,bangkok dangerous,2001,,"['Action', 'Thriller', 'Romance', 'Crime']",,7988.0,
bangkok dangerous,2,5.3,24.0,3.2,8.0,bangkok dangerous,2008,,"['Action', 'Crime', 'Thriller']",1822.0,1543.0,6827.0
bank dick,0,,,2.5,,bank dick,1940,,['Comedy'],,,2927.0
bank job,0,,,3.6,,bank job,2008,,"['Action', 'Crime', 'Thriller']",,,6678.0
banksy does new york,0,,,,100.0,banksy does new york,2014,,['Documentary'],,,
banlieue 13 ultimatum,0,,,,74.0,banlieue 13 ultimatum,2009,,"['Action & Adventure', 'Art House & International']",,,
barabbas,0,,,,89.0,barabbas,1962,,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']",,,
baraka,0,,,4.1,81.0,baraka,1992,,['Documentary'],,,2736.0
baran,0,,79.0,3.5,89.0,baran,2001,,"['Drama', 'Romance']",,5742.0,3611.0
barb wire,0,,40.0,2.6,27.0,barb wire,1996,,"['Action', 'Sci-Fi']",,1730.0,596.0
barbara,0,,86.0,,94.0,barbara,2012,,['Drama'],,3861.0,
barbara rubin the exploding ny underground,0,,,,100.0,barbara rubin the exploding ny underground,2019,,['Documentary'],,,
barbarella,0,,,3.2,72.0,barbarella,1968,,"['Adventure', 'Comedy', 'Sci-Fi']",,,561.0
barbarian,0,7.0,,,,barbarian,2022,,"['Horror', 'Mystery', 'Thriller']",2468.0,,
barbarian invasions,0,,,4.0,,barbarian invasions,2003,,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",,,4648.0
barbarians at the gate,0,,,2.8,,barbarians at the gate,1993,,['Drama'],,,5569.0
barbarosa,0,,,,100.0,barbarosa,1982,,"['Action & Adventure', 'Western']",,,
barbershop,0,,66.0,2.7,83.0,barbershop,2002,,"['Drama', 'Comedy']",,6106.0,3950.0
barbershop 2 back in business,0,,59.0,2.2,68.0,barbershop 2 back in business,2004,,['Comedy'],,8825.0,4850.0
barbershop the next cut,0,,67.0,2.5,90.0,barbershop the next cut,2016,,['Comedy'],,5018.0,9256.0
barbie,0,7.0,,,,barbie,2023,,"['Adventure', 'Comedy', 'Fantasy']",2428.0,,
barbie in the nutcracker,0,,,,20.0,barbie in the nutcracker,2001,,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']",,,
barcelona,0,,,3.7,82.0,barcelona,1994,,"['Comedy', 'Romance']",,,362.0
barefoot,0,,22.0,3.0,17.0,barefoot,2014,,"['Drama', 'Comedy', 'Romance']",,1398.0,8371.0
barefoot contessa,0,,,3.0,,barefoot contessa,1954,,['Drama'],,,3262.0
barefoot executive,0,,,2.0,,barefoot executive,1971,,"['Children', 'Comedy']",,,1504.0
barefoot in the park,0,,,3.3,84.0,barefoot in the park,1967,,['Comedy'],,,2155.0
barely lethal,0,,44.0,4.5,,barely lethal,2015,,"['Action', 'Adventure', 'Comedy']",,7141.0,8854.0
barfi,0,,,,86.0,barfi,2012,,"['Action & Adventure', 'Comedy', 'Drama']",,,
barfly,0,,,3.5,77.0,barfly,1987,,"['Comedy', 'Drama', 'Romance']",,,3045.0
bark,0,,,,14.0,bark,2002,,['Comedy'],,,
barking dogs never bite,0,,,3.5,87.0,barking dogs never bite,2000,,"['Comedy', 'Horror']",,,7343.0
barking water,0,,,,60.0,barking water,2009,,['Drama'],,,
barney s great adventure,0,,,2.0,32.0,barney s great adventure,1998,,"['Adventure', 'Children']",,,1343.0
barney s version,0,,67.0,4.0,78.0,barney s version,2010,,['Drama'],,7865.0,7470.0
barney thomson,0,,59.0,,,barney thomson,2016,,"['Comedy', 'Crime']",,7685.0,
barnyard,0,,42.0,,21.0,barnyard,2006,,"['Comedy', 'Animation', 'Family']",,4683.0,
barry,0,,72.0,,80.0,barry,2016,,"['Biography', 'Drama']",,3387.0,
barry lyndon,0,8.1,89.0,3.7,91.0,barry lyndon,1975,,"['Adventure', 'Drama', 'War']",43.0,8327.0,2051.0
barry munday,0,,,,47.0,barry munday,2010,,['Comedy'],,,
barrymore,0,,61.0,,70.0,barrymore,2012,,['Drama'],,6192.0,
bart got a room,0,,57.0,3.5,70.0,bart got a room,2008,,['Comedy'],,5798.0,7216.0
bartleby,0,,,1.5,35.0,bartleby,2001,,"['Comedy', 'Drama']",,,5618.0
barton fink,0,7.6,69.0,4.0,90.0,barton fink,1991,,"['Comedy', 'Drama', 'Thriller']",382.0,3562.0,4384.0
baseketball,0,6.5,38.0,3.1,42.0,baseketball,1998,,"['Comedy', 'Sport']",824.0,1113.0,1528.0
basic,0,6.4,34.0,3.8,21.0,basic,2003,,"['Action', 'Crime', 'Drama']",1083.0,776.0,4280.0
basic instinct,0,7.0,41.0,3.2,53.0,basic instinct,1992,,"['Drama', 'Mystery', 'Thriller']",415.0,7757.0,831.0
basic instinct 2,0,,26.0,2.2,6.0,basic instinct 2,2006,,"['Mystery', 'Thriller', 'Crime']",,7799.0,6159.0
basil,0,,,,0.0,basil,1997,,"['Art House & International', 'Drama']",,,
basket case,0,,,2.6,77.0,basket case,1982,,"['Comedy', 'Horror']",,,3440.0
basketball diaries,0,,,3.5,,basketball diaries,1995,,['Drama'],,,121.0
baskin,0,,58.0,,79.0,baskin,2016,,"['Fantasy', 'Horror']",,8751.0,
basmati blues,0,,30.0,,10.0,basmati blues,2018,,"['Comedy', 'Romance', 'Musical']",,6499.0,
basquiat,0,,65.0,2.8,68.0,basquiat,1996,,"['Biography', 'Drama']",,8387.0,658.0
bastard out of carolina,0,,75.0,4.0,,bastard out of carolina,1996,,['Drama'],,8831.0,1077.0
bastards,0,,,,67.0,bastards,2013,,"['Drama', 'Mystery & Suspense']",,,
bat 21,0,,58.0,3.0,81.0,bat 21,1988,,"['Drama', 'War']",,125.0,3301.0
bathtubs over broadway,0,,,,100.0,bathtubs over broadway,2018,,"['Comedy', 'Documentary']",,,
batkid begins,0,,63.0,,82.0,batkid begins,2015,,"['Biography', 'Family', 'Documentary']",,3955.0,
batman,0,,,3.0,,batman,1966,,"['Action', 'Adventure', 'Comedy']",,,5451.0
batman,1,7.5,69.0,3.4,,batman,1989,,"['Action', 'Adventure']",318.0,4324.0,510.0
batman and harley quinn,0,,,,45.0,batman and harley quinn,2017,,"['Action & Adventure', 'Animation', 'Drama', 'Kids & Family']",,,
batman assault on arkham,0,,,3.0,,batman assault on arkham,2014,,"['Action', 'Animation', 'Crime', 'Thriller']",,,8469.0
batman assault on arkham,1,,,,75.0,batman assault on arkham,2016,,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy', 'Special Interest']",,,
batman bad blood,0,,,,100.0,batman bad blood,2016,,['Animation'],,,
batman begins,0,8.2,70.0,3.9,84.0,batman begins,2005,,"['Action', 'Crime', 'Drama']",1381.0,3478.0,5902.0
batman beyond return of the joker,0,,,3.5,91.0,batman beyond return of the joker,2000,,"['Action', 'Animation', 'Crime', 'Sci-Fi', 'Thriller']",,,5619.0
batman forever,0,5.4,51.0,2.9,39.0,batman forever,1995,,"['Action', 'Adventure']",548.0,4026.0,127.0
batman gotham by gaslight,0,,,,73.0,batman gotham by gaslight,2018,,['Animation'],,,
batman gotham knight,0,,,3.5,86.0,batman gotham knight,2008,,"['Action', 'Animation', 'Crime']",,,6799.0
batman hush,0,,,,88.0,batman hush,2019,,[],,,
batman mask of the phantasm,0,7.8,,4.1,84.0,batman mask of the phantasm,1993,,"['Action', 'Adventure', 'Animation']",453.0,,2417.0
batman mr freeze subzero,0,,,,92.0,batman mr freeze subzero,1998,,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy', 'Television']",,,
batman mystery of the batwoman,0,,,3.0,,batman mystery of the batwoman,2003,,"['Action', 'Animation', 'Children', 'Crime']",,,8217.0
batman ninja,0,,,,82.0,batman ninja,2018,,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Drama']",,,
batman return of the caped crusaders,0,,,,94.0,batman return of the caped crusaders,2017,,[],,,
batman returns,0,7.1,68.0,3.0,80.0,batman returns,1992,,"['Action', 'Crime', 'Fantasy']",416.0,6287.0,1060.0
batman robin,0,3.8,28.0,2.2,11.0,batman robin,1997,,"['Action', 'Sci-Fi']",662.0,1592.0,1174.0
batman superman movie,0,,,2.0,,batman superman movie,1998,,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",,,5608.0
batman the dark knight returns part 1,0,,,3.9,100.0,batman the dark knight returns part 1,2012,,"['Action', 'Animation', 'Sci-Fi']",,,8015.0
batman the dark knight returns part 2,0,,,3.9,,batman the dark knight returns part 2,2013,,"['Action', 'Animation']",,,8063.0
batman the killing joke,0,6.4,,3.0,40.0,batman the killing joke,2016,,"['Action', 'Animation', 'Crime']",3120.0,,9338.0
batman the movie,0,,,,78.0,batman the movie,1966,,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",,,
batman under the red hood,0,,,3.7,100.0,batman under the red hood,2010,,"['Action', 'Animation']",,,7364.0
batman v superman dawn of justice,0,6.5,44.0,2.3,28.0,batman v superman dawn of justice,2016,,"['Action', 'Adventure', 'Sci-Fi']",2927.0,1784.0,8946.0
batman vs robin,0,,,3.0,100.0,batman vs robin,2015,,"['Action', 'Adventure', 'Animation']",,,8812.0
batman vs teenage mutant ninja turtles,0,,,,100.0,batman vs teenage mutant ninja turtles,2019,,"['Action & Adventure', 'Animation']",,,
batman vs two face,0,,,,100.0,batman vs two face,2017,,[],,,
batman year one,0,,,3.7,88.0,batman year one,2011,,"['Action', 'Animation', 'Crime']",,,7714.0
batoru rowaiaru,0,7.5,,,,batoru rowaiaru,2000,,"['Action', 'Adventure', 'Drama']",1094.0,,
bats,0,,23.0,2.5,17.0,bats,1999,,"['Thriller', 'Horror']",,530.0,2238.0
batteries not included,0,,,3.3,63.0,batteries not included,1987,,"['Children', 'Comedy', 'Fantasy', 'Sci-Fi']",,,5113.0
battle beyond the stars,0,,,3.0,45.0,battle beyond the stars,1980,,['Sci-Fi'],,,3117.0
battle creek brawl,0,,,4.0,,battle creek brawl,1980,,"['Action', 'Comedy']",,,3454.0
battle for brooklyn,0,,71.0,,79.0,battle for brooklyn,2011,,"['Drama', 'Documentary']",,415.0,
battle for haditha,0,,,4.0,68.0,battle for haditha,2007,,['War'],,,6770.0
battle for sevastopol,0,,,5.0,,battle for sevastopol,2015,,"['Drama', 'Romance', 'War']",,,9005.0
battle for terra,0,,54.0,,49.0,battle for terra,2009,,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War', 'Animation']",,4749.0,
battle for the planet of apes,0,,,2.8,36.0,battle for the planet of apes,1973,,"['Action', 'Sci-Fi']",,,1907.0
battle in heaven,0,,56.0,,,battle in heaven,2006,,"['Drama', 'Romance']",,7987.0,
battle in seattle,0,,54.0,4.0,56.0,battle in seattle,2007,,"['Action', 'Drama']",,2422.0,6937.0
battle los angeles,0,5.7,37.0,2.4,36.0,battle los angeles,2011,,"['Action', 'Adventure', 'Sci-Fi']",2187.0,2486.0,7530.0
battle of algiers,0,,,4.3,,battle of algiers,1966,,"['Drama', 'War']",,,5445.0
battle of britain,0,,,,67.0,battle of britain,1969,,"['Action & Adventure', 'Classics', 'Drama']",,,
battle of shaker heights,0,,,4.0,,battle of shaker heights,2003,,"['Comedy', 'Drama', 'Romance']",,,4510.0
battle of the brave,0,,,,17.0,battle of the brave,2016,,"['Classics', 'Drama']",,,
battle of the bulge,0,,,,57.0,battle of the bulge,1965,,"['Action & Adventure', 'Classics', 'Drama']",,,
battle of the sexes,0,6.7,73.0,,85.0,battle of the sexes,2017,,"['Biography', 'Comedy', 'Drama']",3097.0,5648.0,
battle of the year,0,,29.0,,6.0,battle of the year,2013,,['Music'],,8313.0,
battle planet,0,,,2.0,,battle planet,2008,,"['Action', 'Sci-Fi']",,,9670.0
battle royale,0,,,3.9,88.0,battle royale,2000,,"['Action', 'Drama', 'Horror', 'Thriller']",,,4697.0
battle royale 2 requiem,0,,,5.0,,battle royale 2 requiem,2003,,"['Action', 'Drama', 'Thriller', 'War']",,,5666.0
battle royale ii,0,,,,30.0,battle royale ii,2017,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
battlefield america,0,,31.0,,8.0,battlefield america,2012,,"['Drama', 'Musical']",,3643.0,
battlefield earth,0,2.5,,1.7,3.0,battlefield earth,2000,,"['Action', 'Adventure', 'Sci-Fi']",945.0,,2680.0
battlefield earth a saga of the year 3000,0,,9.0,,,battlefield earth a saga of the year 3000,2000,,"['Action', 'Sci-Fi']",,4945.0,
battleground,0,,,,75.0,battleground,1949,,"['Action & Adventure', 'Classics', 'Drama']",,,
battles without honor humanity,0,,,3.5,,battles without honor humanity,1973,,"['Crime', 'Drama']",,,5745.0
battleship,0,5.8,41.0,2.3,34.0,battleship,2012,,"['Action', 'Adventure', 'Sci-Fi']",2379.0,5910.0,7849.0
battleship potemkin,0,,,3.6,100.0,battleship potemkin,1925,,"['Drama', 'War']",,,2797.0
battlestar galactica,0,,,,32.0,battlestar galactica,1978,,"['Action & Adventure', 'Science Fiction & Fantasy', 'Television']",,,
battlestar galactica,1,,,3.8,,battlestar galactica,2003,,"['Drama', 'Sci-Fi', 'War']",,,5652.0
battlestar galactica razor,0,,,3.8,,battlestar galactica razor,2007,,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",,,6640.0
battlestar galactica the plan,0,,,4.2,,battlestar galactica the plan,2009,,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",,,7166.0
battling butler,0,,,,80.0,battling butler,1926,,"['Classics', 'Comedy', 'Drama']",,,
baxter,0,,,0.5,,baxter,1989,,"['Drama', 'Horror']",,,4995.0
baxter,1,,,4.0,,baxter,2005,,"['Comedy', 'Drama', 'Romance']",,,5963.0
bay,0,,,2.5,,bay,2012,,"['Horror', 'Sci-Fi', 'Thriller']",,,8011.0
bayou maharajah,0,,,,86.0,bayou maharajah,2017,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
baywatch,0,5.5,37.0,3.0,17.0,baywatch,2017,,"['Action', 'Comedy', 'Crime']",2397.0,5289.0,9482.0
bb king the life of riley,0,,,,86.0,bb king the life of riley,2014,,"['Documentary', 'Musical & Performing Arts']",,,
be afraid,0,,,,17.0,be afraid,2017,,"['Mystery & Suspense', 'Science Fiction & Fantasy']",,,
be cool,0,5.6,37.0,2.4,30.0,be cool,2005,,"['Comedy', 'Crime', 'Music']",1401.0,905.0,5803.0
be here to love me a film about townes van zandt,0,,69.0,,94.0,be here to love me a film about townes van zandt,2005,,"['Biography', 'Music', 'Documentary']",,5886.0,
be kind rewind,0,6.4,52.0,3.4,65.0,be kind rewind,2008,,['Comedy'],1801.0,3795.0,6598.0
be my cat a film for anne,0,,,,83.0,be my cat a film for anne,2018,,"['Art House & International', 'Horror', 'Mystery & Suspense']",,,
be natural the untold story of alice guy blache,0,,,,95.0,be natural the untold story of alice guy blache,2019,,['Documentary'],,,
be with me,0,,67.0,,90.0,be with me,2006,,"['Drama', 'Romance']",,5876.0,
beach,0,,,3.1,,beach,2000,,"['Adventure', 'Drama']",,,2467.0
beach blanket bingo,0,,,1.5,73.0,beach blanket bingo,1965,,"['Comedy', 'Musical']",,,3247.0
beach party,0,,,,43.0,beach party,1963,,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']",,,
