title,release_year,genres,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience
Bride & Prejudice,2004,"['Drama', 'Comedy', 'Romance', 'Musical']",,6.6,3.2,
Bride Wars,2009,"['Comedy', 'Romance']",5.5,4.1,3.5,51.0
Brideshead Revisited,2008,"['Drama', 'Romance']",,5.7,,52.0
Bridesmaids,2011,['Comedy'],6.8,7.1,3.8,76.0
Bridge of Spies,2015,"['Drama', 'History', 'Thriller']",7.6,7.6,3.4,87.0
Bridge to Terabithia,2007,"['Drama', 'Family', 'Fantasy']",7.2,7.4,2.8,70.0
Bridget Jones's Baby,2016,"['Comedy', 'Drama', 'Romance']",6.5,6.6,1.0,65.0
Bridget Jones's Diary,2001,"['Comedy', 'Drama', 'Romance']",6.8,8.4,3.6,81.0
Bridget Jones: The Edge of Reason,2004,"['Comedy', 'Drama', 'Romance']",6.0,7.3,3.0,60.0
Brief Encounter,1945,"['Drama', 'Romance']",,,3.5,91.0
Brief Interviews with Hideous Men,2009,"['Drama', 'Comedy']",,6.6,,32.0
Brigadoon,1954,"['Fantasy', 'Musical', 'Romance']",,,4.0,72.0
Brigham City,2001,"['Drama', 'Mystery', 'Crime']",,8.4,4.0,
Bright,2017,"['Action', 'Fantasy', 'Thriller']",6.3,7.1,2.9,83.0
Bright Star,2009,"['Biography', 'Drama', 'Romance']",,7.2,3.5,68.0
Brightburn,2019,"['Drama', 'Horror', 'Mystery']",6.1,6.4,,67.0
Brightest Star,2014,"['Drama', 'Comedy', 'Romance']",,6.0,,24.0
Brighton Beach Memoirs,1986,['Comedy'],,,3.6,79.0
Brighton Rock,2011,"['Drama', 'Thriller', 'Crime']",,5.8,,33.0
Brigsby Bear,2017,"['Drama', 'Comedy']",,7.4,,86.0
Brimstone,2017,"['Mystery', 'Thriller', 'Western']",,6.1,,53.0
Bring It On,2000,"['Comedy', 'Romance', 'Sport']",6.1,4.1,2.7,66.0
Bring It On: All or Nothing,2006,['Comedy'],,,2.0,70.0
Bringing Down the House,2003,['Comedy'],,6.5,1.9,49.0
Bringing Out the Dead,1999,"['Drama', 'Thriller']",6.8,4.1,3.4,70.0
Bringing Up Baby,1938,"['Comedy', 'Romance']",,,3.9,89.0
Bringing Up Bobby,2012,"['Comedy', 'Family']",,5.2,,34.0
Broadcast News,1987,"['Drama', 'Comedy', 'Romance']",,7.6,3.4,79.0
Broadway Danny Rose,1984,['Comedy'],,,4.2,84.0
Brokeback Mountain,2005,"['Drama', 'Romance']",7.7,8.3,3.6,82.0
Brokedown Palace,1999,['Drama'],,,3.2,66.0
Broken,2012,['Drama'],,,4.5,73.0
Broken Arrow,1950,"['Drama', 'Romance', 'Western']",,,3.0,70.0
Broken Arrow,1996,"['Action', 'Adventure', 'Thriller']",6.1,3.2,3.0,44.0
Broken City,2013,"['Action', 'Crime', 'Drama']",6.1,5.4,,40.0
Broken Embraces,2009,"['Drama', 'Thriller', 'Romance']",,7.3,,75.0
Broken English,2007,"['Drama', 'Comedy', 'Romance']",,6.1,,62.0
Broken Flowers,2005,"['Comedy', 'Drama', 'Mystery']",7.1,6.1,3.5,70.0
Broken Horses,2015,"['Drama', 'Mystery', 'Thriller', 'Crime']",,3.8,,43.0
Bronco Billy,1980,"['Adventure', 'Drama', 'Romance']",,,3.0,48.0
Bronson,2008,"['Action', 'Crime', 'Drama']",7.0,7.6,3.8,74.0
Brooklyn,2015,"['Drama', 'Romance']",7.5,7.9,3.9,87.0
Brooklyn Rules,2007,"['Drama', 'Crime']",,3.7,,51.0
Brooklyn's Finest,2009,"['Action', 'Crime', 'Drama']",6.7,5.6,,46.0
Brother,2000,"['Drama', 'Thriller', 'Crime']",,7.2,3.8,79.0
Brother Bear,2003,"['Adventure', 'Animation', 'Comedy']",6.8,7.1,3.0,65.0
Brother's Keeper,1992,['Documentary'],,,4.2,88.0
Brother to Brother,2004,['Drama'],,8.0,,74.0
Brotherhood of the Wolf,2001,"['Action', 'Adventure', 'Drama']",7.0,7.4,3.8,
Brothers,2004,"['Drama', 'War']",,8.4,4.2,86.0
Brothers,2009,"['Drama', 'Thriller', 'War']",7.1,8.5,3.5,62.0
Brothers of the Head,2006,"['Drama', 'Music']",,7.5,,66.0
Brown Sugar,2002,['Romance'],,,1.5,90.0
Brubaker,1980,"['Drama', 'Crime']",,7.3,4.0,73.0
Bruce Almighty,2003,"['Comedy', 'Fantasy']",6.8,7.3,3.3,57.0
Bruno,2009,['Comedy'],,5.8,,41.0
Brüno,2009,['Comedy'],5.9,,3.6,
Bubba Ho-Tep,2002,"['Comedy', 'Fantasy', 'Horror']",6.9,7.5,3.3,79.0
Bubble Boy,2001,"['Adventure', 'Comedy', 'Romance']",,7.2,1.9,48.0
Buck,2011,['Documentary'],,6.7,,89.0
Bucky Larson: Born to Be a Star,2011,['Comedy'],,1.9,,25.0
Buddy,1997,"['Adventure', 'Children', 'Drama']",,,2.2,31.0
Buddy Boy,1999,"['Drama', 'Thriller']",,7.3,2.5,
Buena Vista Social Club,1999,"['Documentary', 'Musical']",,,4.4,90.0
Buena Vista Social Club: Adios,2017,['Documentary'],,6.7,,73.0
Buffalo '66,1998,"['Comedy', 'Drama', 'Romance']",7.4,8.8,3.4,88.0
Buffalo Soldiers,2001,"['Comedy', 'Crime', 'Drama', 'War']",,,3.5,72.0
Buffy the Vampire Slayer,1992,"['Action', 'Horror', 'Comedy']",,8.0,2.4,43.0
Bug,2006,"['Drama', 'Thriller', 'Horror']",,5.0,2.9,34.0
Bugsy,1991,"['Biography', 'Drama', 'Crime']",,7.2,3.0,69.0
Bugsy Malone,1976,"['Comedy', 'Crime', 'Family', 'Musical']",,7.1,2.8,81.0
Bukowski: Born into This,2003,"['Biography', 'Documentary']",,7.2,,89.0
Bull Durham,1988,"['Comedy', 'Romance', 'Sport']",7.1,8.7,3.7,82.0
Bullet Head,2017,"['Drama', 'Thriller', 'Crime']",,6.1,,31.0
Bullet to the Head,2012,"['Action', 'Crime', 'Thriller']",5.7,5.7,1.5,39.0
Bulletproof,1996,"['Action', 'Comedy', 'Crime']",,,2.7,44.0
Bulletproof Monk,2003,"['Action', 'Comedy', 'Fantasy']",5.4,8.5,2.4,38.0
Bullitt,1968,"['Action', 'Crime', 'Drama', 'Thriller']",,,3.9,85.0
Bully,2001,"['Drama', 'Thriller', 'Crime']",,9.1,3.6,69.0
Bully,2011,['Documentary'],,7.3,3.5,78.0
Bulworth,1998,"['Drama', 'Comedy', 'Romance']",,8.9,3.3,68.0
Bumblebee,2018,"['Action', 'Adventure', 'Sci-Fi']",6.7,7.1,,74.0
Bunny Lake Is Missing,1965,"['Mystery', 'Thriller']",,,3.5,78.0
Bunraku,2010,"['Action', 'Drama', 'Fantasy']",,6.3,1.5,49.0
Burden of Dreams,1982,['Documentary'],,,3.8,91.0
Burglar,1987,"['Comedy', 'Crime']",,,2.8,39.0
Buried,2010,"['Drama', 'Mystery', 'Thriller']",7.0,5.6,3.5,65.0
Burke and Hare,2010,"['Thriller', 'Comedy']",,5.8,4.0,35.0
Burlesque,2010,"['Drama', 'Music', 'Musical']",6.4,7.5,2.5,64.0
Burma VJ: Reporter i et lukket land,2008,"['History', 'Thriller', 'Crime', 'Documentary']",,8.4,,91.0
Burn After Reading,2008,"['Comedy', 'Crime', 'Drama']",7.0,6.6,3.5,65.0
Burn Country,2016,"['Drama', 'Thriller', 'War']",,5.5,,41.0
Burn Your Maps,2019,['Adventure'],,5.0,,82.0
Burning,2018,"['Drama', 'Mystery']",,7.8,,80.0
Burning Blue,2014,"['Biography', 'Drama', 'Romance', 'War']",,3.6,,52.0
Burning Sands,2017,['Drama'],,4.3,,60.0
Burnt,2015,"['Comedy', 'Drama']",6.6,6.0,2.0,44.0
Burnt by the Sun (Utomlyonnye solntsem),1994,['Drama'],,,3.8,94.0
Burnt Offerings,1976,['Horror'],,,3.8,43.0
Burying the Ex,2015,"['Horror', 'Comedy']",,4.5,,30.0
Bus 174,2002,"['Crime', 'Documentary']",,7.5,3.8,
Bushwick,2017,"['Action', 'Adventure']",,8.2,,31.0
Buster's Mal Heart,2017,"['Drama', 'Mystery', 'Thriller']",,6.3,1.0,56.0
Bustin' Loose,1981,['Comedy'],,,2.0,61.0
But I'm a Cheerleader,1999,"['Drama', 'Comedy', 'Romance']",,7.7,2.6,74.0
Butch Cassidy and the Sundance Kid,1969,"['Adventure', 'Drama', 'Crime', 'Western']",,8.7,3.9,92.0
Butter,2012,['Comedy'],,6.3,,44.0
Butterfield 8,1960,['Drama'],,,3.0,57.0
Butterflies Are Free,1972,"['Comedy', 'Drama']",,,3.0,81.0
Buzzard,2015,"['Drama', 'Comedy']",,5.9,5.0,
By the Gun,2014,"['Crime', 'Drama', 'Thriller']",,,2.0,19.0
By the Sea,2015,"['Drama', 'Romance']",,5.6,,28.0
Byzantium,2012,"['Drama', 'Thriller', 'Fantasy', 'Horror']",,7.1,4.0,51.0
C.O.G.,2013,"['Drama', 'Comedy']",,7.5,,35.0
Cabaret,1972,"['Drama', 'Music', 'Musical']",7.8,8.2,3.0,87.0
Cabin Boy,1994,['Comedy'],,4.6,2.0,42.0
Cabin Fever,2002,['Horror'],5.6,2.9,2.9,44.0
Cabin Fever,2016,"['Horror', 'Comedy']",,2.9,,12.0
Caddyshack,1980,"['Comedy', 'Sport']",7.2,8.1,3.8,87.0
Caddyshack II,1988,['Comedy'],,,1.5,18.0
Cadillac Man,1990,"['Comedy', 'Crime']",,5.8,1.5,
Cadillac Records,2008,"['Biography', 'Drama', 'History', 'Romance', 'Music']",,7.3,,65.0
Caesar Must Die,2013,['Drama'],,7.9,,74.0
Café Society,2016,"['Comedy', 'Drama', 'Romance']",6.6,6.6,3.0,56.0
Cairo Time,2010,"['Drama', 'Romance']",,7.0,,62.0
Cake,2014,['Drama'],,6.3,2.8,44.0
Calamity Jane,1953,"['Musical', 'Western']",,,3.5,87.0
Calendar Girls,2003,"['Drama', 'Comedy']",,7.3,2.6,67.0
California Solo,2012,['Drama'],,5.9,,54.0
California Split,1974,"['Comedy', 'Drama']",,,4.0,83.0
Call Me by Your Name,2017,"['Drama', 'Romance']",,7.9,3.8,86.0
Call Me Kuchu,2013,"['Drama', 'Documentary']",,4.8,,89.0
Calvary,2014,"['Drama', 'Comedy']",,7.5,4.0,80.0
Cam,2018,"['Mystery', 'Thriller', 'Horror']",,6.0,,54.0
Cam2Cam,2014,"['Thriller', 'Horror']",,7.3,,7.0
Camelot,1967,"['Drama', 'Musical', 'Romance']",,,4.0,69.0
Cameraperson,2016,['Documentary'],,7.0,,68.0
Camille,1936,"['Drama', 'Romance']",,,4.0,83.0
Camille Claudel,1988,['Drama'],,,3.8,88.0
Camille Claudel 1915,2013,"['Biography', 'Drama']",,8.5,,48.0
Camino,2016,"['Action', 'Adventure', 'Thriller']",,,2.0,20.0
Camp,2003,"['Drama', 'Comedy', 'Musical']",,6.9,3.2,68.0
Camp Nowhere,1994,"['Adventure', 'Children', 'Comedy']",,,2.5,58.0
Camp Rock,2008,"['Comedy', 'Musical', 'Romance']",,,1.0,75.0
Camp X-Ray,2014,"['Drama', 'War']",,7.4,3.5,63.0
Campfire,2004,['Drama'],,4.7,,75.0
Can't Buy Me Love,1987,"['Drama', 'Comedy', 'Romance']",,3.6,3.2,74.0
Can't Hardly Wait,1998,"['Comedy', 'Romance']",6.5,8.1,3.3,63.0
Can't Stop the Music,1980,"['Comedy', 'Musical']",,,3.0,37.0
Can You Ever Forgive Me?,2018,"['Biography', 'Comedy', 'Crime']",7.1,7.5,,
Canadian Bacon,1995,"['Comedy', 'War']",,,2.9,52.0
Candy,2006,"['Drama', 'Romance']",,7.5,4.2,77.0
Candyman,1992,"['Horror', 'Thriller']",6.7,,2.5,62.0
Candyman: Farewell to the Flesh,1994,"['Fantasy', 'Horror']",,,3.0,30.0
Cannibal Holocaust,1979,"['Adventure', 'Horror']",5.8,,2.7,62.0
Cannonball Run II,1984,"['Action', 'Comedy']",,,2.5,45.0
Canvas,2007,['Drama'],,5.9,,62.0
Cape Fear,1962,"['Crime', 'Drama', 'Thriller']",,,4.0,86.0
Cape Fear,1991,"['Crime', 'Thriller']",7.3,8.6,3.8,77.0
Capernaum,2018,['Drama'],8.4,7.9,,92.0
Capital,2013,['Drama'],,5.5,,46.0
Capitalism: A Love Story,2009,['Documentary'],,6.7,,74.0
Capote,2005,"['Biography', 'Crime', 'Drama']",7.3,7.8,3.9,82.0
Captain America,1990,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller', 'War']",,,1.2,16.0
Captain America: Civil War,2016,"['Action', 'Sci-Fi']",7.8,8.3,3.6,89.0
Captain America: The First Avenger,2011,"['Action', 'Adventure', 'Sci-Fi']",6.9,,3.5,74.0
Captain America: The Winter Soldier,2014,"['Action', 'Adventure', 'Sci-Fi']",7.8,8.5,3.7,92.0
Captain Blood,1935,"['Action', 'Adventure', 'Romance']",,,4.0,89.0
Captain Corelli's Mandolin,2001,"['Drama', 'Romance', 'War', 'Music']",,7.5,3.1,50.0
Captain Fantastic,2016,"['Comedy', 'Drama']",7.8,7.8,4.5,85.0
Captain Marvel,2019,"['Action', 'Adventure', 'Sci-Fi']",6.8,3.5,,47.0
Captain Phillips,2013,"['Action', 'Biography', 'Crime']",7.8,8.1,4.0,89.0
Captain Ron,1992,"['Adventure', 'Comedy']",,,2.7,52.0
Captain Underpants: The First Epic Movie,2017,"['Action', 'Adventure', 'Comedy', 'Animation', 'Family']",,6.9,3.5,61.0
Captains Courageous,1937,"['Adventure', 'Drama']",,,4.0,89.0
Captive,2014,"['Drama', 'Thriller', 'Crime']",,5.0,2.0,43.0
Captive State,2019,"['Action', 'Horror', 'Sci-Fi']",6.0,5.3,,37.0
Captivity,2007,"['Thriller', 'Horror', 'Crime']",,4.7,,23.0
Capturing the Friedmans,2003,"['Biography', 'Mystery', 'Crime', 'Documentary']",,7.9,3.9,89.0
Car Wash,1976,['Comedy'],,,3.8,61.0
Caramel,2008,"['Drama', 'Comedy', 'Romance']",,7.6,,81.0
Carandiru,2003,"['Drama', 'Crime']",,7.3,4.5,
Carbon Nation,2011,"['Family', 'Documentary']",,4.4,,76.0
Career Opportunities,1991,"['Comedy', 'Romance']",,,2.5,37.0
Careful What You Wish For,2015,"['Drama', 'Thriller']",,3.3,1.5,61.0
Carlito's Way,1993,"['Crime', 'Drama', 'Thriller']",7.9,8.5,3.7,91.0
Carlos,2010,"['Biography', 'Drama', 'History', 'Thriller', 'Crime']",,7.8,,85.0
Carnage,2011,"['Comedy', 'Drama']",7.1,7.2,4.0,66.0
Carnage Park,2016,"['Action', 'Thriller', 'Horror', 'Crime']",,5.5,,29.0
Carnal Knowledge,1971,"['Comedy', 'Drama']",,,3.5,72.0
Carnival of Souls,1962,"['Horror', 'Thriller']",,,3.9,73.0
Carol,2015,"['Drama', 'Romance']",7.2,8.0,4.0,74.0
Carol Channing: Larger Than Life,2012,"['Biography', 'Comedy', 'Musical', 'Documentary']",,7.2,,87.0
Carpool,1996,['Comedy'],,5.9,1.8,39.0
Carrie,1976,"['Horror', 'Mystery']",7.4,8.4,3.3,77.0
Carrie,2002,"['Drama', 'Horror', 'Thriller']",,,3.0,50.0
Carrie,2013,"['Drama', 'Horror', 'Thriller']",5.8,6.1,2.5,44.0
Carrie Pilby,2017,"['Drama', 'Comedy']",,7.7,,73.0
Cars,2006,"['Adventure', 'Animation', 'Comedy']",7.2,7.4,3.4,79.0
Cars 2,2011,"['Adventure', 'Animation', 'Comedy']",6.2,5.7,3.2,49.0
Cars 3,2017,"['Adventure', 'Animation', 'Comedy']",6.7,7.0,3.0,69.0
Cartel Land,2015,"['Action', 'Drama', 'War', 'Documentary']",,7.8,,82.0
Casa de mi Padre,2012,['Comedy'],,5.4,,35.0
Casablanca,1942,"['Drama', 'Romance']",,,4.2,95.0
Casanova,2005,"['Adventure', 'Drama', 'Comedy', 'Romance']",,6.6,3.0,58.0
Case 39,2009,"['Horror', 'Mystery', 'Thriller']",6.2,6.6,0.5,39.0
Cashback,2006,"['Drama', 'Comedy', 'Romance']",,8.1,3.2,77.0
Casino,1995,"['Crime', 'Drama']",8.2,8.8,3.9,93.0
Casino Jack,2010,['Thriller'],,4.9,4.0,34.0
Casino Jack and the United States of Money,2010,['Documentary'],,8.3,,80.0
Casino Royale,1967,"['Action', 'Adventure', 'Comedy']",,,2.5,34.0
Casino Royale,2006,"['Action', 'Adventure', 'Thriller']",8.0,8.5,3.9,89.0
Casper,1995,"['Comedy', 'Family', 'Fantasy']",6.2,7.6,2.8,49.0
Cassandra's Dream,2007,"['Drama', 'Thriller', 'Romance', 'Crime']",,7.9,4.0,49.0
Cast Away,2000,"['Adventure', 'Drama', 'Romance']",7.8,6.8,3.7,84.0
Castle in the Sky,1989,"['Adventure', 'Fantasy', 'Animation', 'Family']",,8.8,,91.0
Casualties of War,1989,"['Drama', 'War']",,,3.8,75.0
Cat Ballou,1965,"['Comedy', 'Western']",,,3.1,74.0
Cat on a Hot Tin Roof,1958,['Drama'],,,4.1,92.0
Cat People,1942,"['Drama', 'Horror', 'Romance', 'Thriller']",,,4.0,73.0
Cat People,1982,"['Drama', 'Thriller', 'Fantasy', 'Horror', 'Romance']",,9.1,2.8,46.0
Cat Run,2011,"['Action', 'Comedy']",,4.9,,33.0
Cat's Eye,1985,"['Thriller', 'Horror', 'Comedy']",,6.7,2.4,
Catch-22,1970,"['Comedy', 'War']",,,3.8,76.0
Catch a Fire,2006,"['Biography', 'Drama', 'History', 'Thriller']",,6.6,3.2,71.0
Catch and Release,2006,"['Drama', 'Comedy', 'Romance']",,8.0,2.2,55.0
Catch Me If You Can,2002,"['Biography', 'Crime', 'Drama']",8.1,8.6,3.9,89.0
Catch That Kid,2004,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",,5.4,2.0,47.0
Catfight,2017,"['Drama', 'Comedy']",,6.7,,43.0
Catfish,2010,"['Thriller', 'Documentary']",,7.1,3.7,71.0
Cats,2019,"['Comedy', 'Drama', 'Family']",2.8,,,53.0
Cats & Dogs,2001,"['Action', 'Adventure', 'Comedy']",5.1,5.9,2.8,32.0
Cats & Dogs: The Revenge of Kitty Galore,2010,"['Action', 'Comedy', 'Family']",,4.9,,38.0
Cats Don't Dance,1997,"['Animation', 'Children', 'Musical']",,,3.0,80.0
Catwoman,2004,"['Action', 'Crime', 'Fantasy']",3.4,2.7,1.3,18.0
Cave of Forgotten Dreams,2010,"['History', 'Documentary']",,6.8,3.0,73.0
Caveman,1981,['Comedy'],,,2.5,54.0
Cavemen,2014,['Comedy'],,4.0,,58.0
Cavite,2006,['Thriller'],,7.4,,54.0
CBGB,2013,"['Drama', 'History', 'Music']",,6.3,,42.0
Cecil B. DeMented,2000,['Comedy'],,,3.5,67.0
Cedar Rapids,2011,['Comedy'],,7.0,2.2,59.0
Celebrity,1998,"['Drama', 'Comedy']",,5.8,2.6,
Celeste and Jesse Forever,2012,"['Drama', 'Comedy', 'Romance']",,7.1,,62.0
Cell,2016,"['Sci-Fi', 'Thriller', 'Horror']",,3.4,,17.0
Cellular,2004,"['Action', 'Crime', 'Thriller']",6.5,8.3,2.9,59.0
Celtic Pride,1996,['Comedy'],,,2.6,31.0
Cemetery Junction,2010,"['Comedy', 'Drama', 'Romance']",,,3.5,63.0
Center Stage,2000,"['Drama', 'Music']",,4.7,3.2,82.0
Central Intelligence,2016,"['Action', 'Comedy', 'Crime']",6.3,6.5,3.6,61.0
Central Station,1998,['Drama'],,8.4,4.4,95.0
Centurion,2010,"['Action', 'Drama', 'History']",6.3,6.2,,43.0
Ceremony,2011,['Comedy'],,4.0,,31.0
Certain Women,2016,['Drama'],,6.0,,51.0
Certified Copy,2010,['Drama'],,7.8,4.0,70.0
Cesar Chavez,2014,['Biography'],,5.5,1.5,60.0
Chain Reaction,1996,"['Action', 'Drama', 'Sci-Fi']",5.6,,2.9,27.0
Chairman of the Board,1997,['Comedy'],,,2.0,21.0
Champs,2015,"['Sport', 'Documentary']",,8.9,,95.0
Chances Are,1989,"['Comedy', 'Romance']",,,2.5,65.0
Chandni Chowk to China,2009,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Comedy', 'Musical']",,5.1,,31.0
Changeling,2008,"['Biography', 'Crime', 'Drama']",7.8,7.8,3.4,82.0
Changing Lanes,2002,"['Drama', 'Thriller']",6.5,9.0,3.3,53.0
Chaos,2005,"['Action', 'Crime', 'Drama']",6.4,,3.5,
Chaos Theory,2007,"['Comedy', 'Drama', 'Romance']",,,4.0,58.0
Chaplin,1992,"['Biography', 'Comedy', 'Drama']",7.5,7.2,3.5,81.0
Chappaquiddick,2018,"['Biography', 'Drama', 'History', 'Thriller', 'Crime']",,7.3,,68.0
Chappie,2015,"['Action', 'Crime', 'Drama']",6.8,7.2,3.2,56.0
Chapter 27,2007,"['Drama', 'Crime']",,6.2,,37.0
Charade,1963,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",,,3.8,92.0
Chariots of Fire,1981,"['Biography', 'Drama', 'Sport']",7.1,6.9,4.0,80.0
Charley Varrick,1973,"['Crime', 'Drama', 'Thriller']",,,3.0,82.0
Charlie and the Chocolate Factory,2005,"['Adventure', 'Comedy', 'Family']",6.7,6.7,3.0,51.0
Charlie Bartlett,2007,"['Comedy', 'Drama', 'Romance']",6.9,7.1,3.5,71.0
Charlie Countryman,2013,"['Action', 'Drama', 'Thriller', 'Comedy', 'Romance']",,6.4,1.5,49.0
Charlie's Angels,2000,"['Action', 'Adventure', 'Comedy']",5.6,8.7,2.7,45.0
Charlie's Angels,2019,"['Action', 'Adventure', 'Comedy']",5.0,,,78.0
Charlie's Angels: Full Throttle,2003,"['Action', 'Adventure', 'Comedy']",4.9,5.4,2.4,40.0
Charlie Says,2019,"['Biography', 'Drama', 'Crime']",,5.8,,70.0
Charlie St. Cloud,2010,"['Drama', 'Fantasy', 'Romance']",6.4,5.3,,60.0
Charlie Wilson's War,2007,"['Biography', 'Comedy', 'Drama']",7.0,6.9,3.4,73.0
Charlotte Gray,2001,"['Drama', 'Thriller', 'Romance', 'War']",,7.7,3.8,62.0
Charlotte's Web,1973,"['Animation', 'Children']",,,3.5,67.0
Charlotte's Web,2006,"['Fantasy', 'Comedy', 'Family']",,6.8,3.3,62.0
Chasers,1994,['Comedy'],,,1.5,21.0
Chasing Amy,1997,"['Comedy', 'Drama', 'Romance']",7.2,8.6,3.6,83.0
Chasing Coral,2017,['Documentary'],,6.6,,89.0
Chasing Ice,2012,"['Biography', 'Documentary']",,8.4,,85.0
Chasing Liberty,2004,"['Comedy', 'Romance']",,5.3,3.9,60.0
Chasing Madoff,2011,['Documentary'],,3.8,,43.0
Chasing Mavericks,2012,"['Drama', 'Sport']",,6.2,,70.0
Chasing Papi (a.k.a. Papi Chulo),2003,['Comedy'],,,2.0,40.0
Chasing Trane: The John Coltrane Documentary,2017,"['Biography', 'Music', 'Documentary']",,7.4,,75.0
Che: Part One,2008,"['Drama', 'War']",,,5.0,75.0
Che: Part Two,2008,"['Drama', 'War']",,,5.0,66.0
Cheap Thrills,2014,"['Thriller', 'Comedy']",,7.5,,69.0
Cheaper by the Dozen,1950,"['Comedy', 'Drama']",,,2.8,66.0
Cheaper by the Dozen,2003,"['Comedy', 'Family']",5.9,7.1,1.9,56.0
Cheaper by the Dozen 2,2005,"['Adventure', 'Comedy', 'Family']",5.5,4.2,1.9,57.0
Cheerful Weather for the Wedding,2012,"['Drama', 'Comedy']",,5.0,,27.0
Chef,2014,"['Adventure', 'Comedy', 'Drama']",7.3,7.8,2.8,85.0
Chelsea Walls,2001,['Drama'],,6.7,,40.0
Cherish,2002,"['Comedy', 'Drama', 'Thriller']",,,5.0,55.0
Chernobyl Diaries,2012,"['Horror', 'Mystery', 'Thriller']",5.0,4.7,,28.0
Cherry 2000,1987,"['Romance', 'Sci-Fi']",,,2.2,41.0
Chi-Raq,2015,"['Drama', 'Comedy', 'Crime', 'Musical']",,5.6,3.8,49.0
Chicago,2002,"['Comedy', 'Crime', 'Musical']",7.2,8.0,3.7,83.0
Chicken Little,2005,"['Adventure', 'Animation', 'Comedy']",5.7,5.3,2.3,47.0
Chicken Run,2000,"['Adventure', 'Animation', 'Comedy']",7.1,8.2,3.6,64.0
Chicken with Plums,2012,"['Drama', 'Comedy']",,7.2,,71.0
Chico & Rita,2012,"['Romance', 'Music', 'Animation']",,7.2,,77.0
Child 44,2015,"['Crime', 'Drama', 'History']",6.4,5.6,,41.0
Child of God,2014,"['Drama', 'Thriller', 'Crime']",,4.6,,26.0
Child's Play,1988,"['Horror', 'Thriller']",6.7,7.8,2.7,63.0
Child's Play,2019,"['Drama', 'Horror', 'Sci-Fi']",5.7,6.4,,57.0
Child's Play 2,1990,"['Horror', 'Thriller']",5.9,7.7,2.4,47.0
Child's Play 3,1991,"['Thriller', 'Horror']",,6.4,1.8,33.0
Child's Pose,2014,['Drama'],,6.5,,76.0
Children of a Lesser God,1986,['Drama'],,,3.8,79.0
Children of Heaven,1997,"['Drama', 'Family', 'Sport']",8.2,,4.0,
Children of Men,2006,"['Action', 'Drama', 'Sci-Fi']",7.9,8.4,3.9,85.0
Children of the Corn,1984,"['Horror', 'Thriller']",5.6,,2.5,40.0
Children of the Corn II: The Final Sacrifice,1993,['Horror'],,,1.8,20.0
Children of the Revolution,1996,['Comedy'],,,3.0,71.0
Children Underground,2001,['Documentary'],,8.7,,92.0
Chill Factor,1999,"['Action', 'Adventure', 'Comedy', 'Thriller']",,,1.0,30.0
Chinatown,1974,"['Drama', 'Mystery', 'Thriller']",8.2,8.9,4.2,93.0
Chinese Box,1997,"['Drama', 'Romance']",,,3.2,54.0
Chinese Puzzle,2013,"['Drama', 'Comedy', 'Romance']",,5.8,5.0,67.0
CHIPS,2017,"['Action', 'Comedy', 'Crime']",6.0,4.7,4.0,45.0
Chitty Chitty Bang Bang,1968,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Musical']",,,3.5,71.0
Chloe,2009,"['Drama', 'Mystery', 'Thriller']",6.3,5.6,,39.0
Chocolat,2000,"['Drama', 'Romance']",7.3,7.3,3.5,83.0
Choke,2008,"['Drama', 'Comedy']",,8.6,3.5,52.0
Chopper,2000,"['Biography', 'Drama', 'Crime']",,4.2,2.0,89.0
Chopping Mall (a.k.a. Killbots),1986,"['Action', 'Horror', 'Sci-Fi']",,,1.0,39.0
Chris Rock: Bigger & Blacker,1999,['Comedy'],,,3.8,89.0
Christine,1983,"['Horror', 'Thriller']",6.7,8.4,3.0,64.0
Christine,2016,"['Biography', 'Drama']",,7.1,,71.0
Christmas in the Clouds,2005,"['Comedy', 'Romance', 'Family']",,8.1,,64.0
Christmas with the Kranks,2004,"['Comedy', 'Family']",5.4,7.1,2.5,38.0
Christopher Robin,2018,"['Adventure', 'Comedy', 'Drama']",7.2,7.4,,83.0
Chronic,2016,['Drama'],,6.5,,57.0
Chronicle,2012,"['Action', 'Drama', 'Sci-Fi']",7.0,7.4,3.4,71.0
Chrystal,2004,"['Drama', 'Crime']",,7.4,,57.0
Chuck & Buck,2000,"['Comedy', 'Drama']",,,2.5,66.0
Churchill,2017,"['Biography', 'Drama', 'Thriller']",,9.1,,55.0
Chéri,2009,"['Drama', 'Romance']",,6.5,,39.0
Cimarron,1931,"['Drama', 'Western']",,,3.5,25.0
Cinderella,1950,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",,,3.5,80.0
Cinderella,2015,"['Adventure', 'Drama', 'Family']",6.9,7.5,4.0,78.0
Cinderella Man,2005,"['Biography', 'Drama', 'Romance']",8.0,8.9,4.1,91.0
Cinema Paradiso,1988,"['Drama', 'Romance']",8.5,8.8,4.2,97.0
Cinemania,2002,['Documentary'],,7.0,4.0,65.0
Circumstance,2011,['Drama'],,6.4,,68.0
