norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,release_year,genres_any
creep,1,,,3.0,,Creep,2004,"['Horror', 'Thriller']"
creep,2,,,3.0,65.0,Creep,2014,"['Horror', 'Thriller']"
creep 2,1,,,1.5,72.0,Creep 2,2017,"['Comedy', 'Horror']"
creeping flesh,1,,,,54.0,Creeping Flesh,1973,"['Classics', 'Horror', 'Mystery & Suspense']"
creepshow,1,6.8,7.7,3.1,68.0,Creepshow,1982,"['Comedy', 'Fantasy', 'Horror']"
creepshow 2,1,,6.0,3.0,40.0,Creepshow 2,1987,"['Fantasy', 'Horror', 'Comedy']"
creepy,1,,6.3,,57.0,Creepy,2016,"['Mystery', 'Thriller']"
cremaster 3,1,,6.3,,,Cremaster 3,2002,['Drama']
crew,1,,,1.5,,"Crew, The",2000,['Comedy']
cries and whispers,1,,,4.0,91.0,Cries and Whispers (Viskningar och rop),1972,['Drama']
crime after,1,,7.7,,82.0,Crime After Crime,2011,"['Biography', 'Crime', 'Documentary', 'News']"
crime and punishment in suburbia,1,,,4.0,,Crime and Punishment in Suburbia,2000,"['Comedy', 'Drama']"
crime busters,1,,,2.5,,Crime Busters,1977,"['Action', 'Adventure', 'Comedy', 'Crime']"
crime of father amaro,1,,,4.5,,"Crime of Father Amaro, The (Crimen del padre Amaro, El)",2002,"['Drama', 'Romance']"
crime punishment in suburbia,1,,,,58.0,Crime & Punishment in Suburbia,2000,"['Art House & International', 'Drama']"
crime spree,1,,,,56.0,Crime Spree,2003,"['Comedy', 'Drama']"
crime story,1,,,3.2,,Crime Story (Zhong an zu),1993,"['Action', 'Crime', 'Drama']"
crimes and misdemeanors,1,7.8,8.5,3.9,,Crimes and Misdemeanors,1989,"['Comedy', 'Drama']"
crimes of passion,1,,,,55.0,Crimes of Passion,1984,"['Drama', 'Mystery & Suspense']"
crimes of the heart,1,,,4.0,65.0,Crimes of the Heart,1986,"['Comedy', 'Drama']"
crimewave,1,,,2.0,,Crimewave,1985,"['Comedy', 'Crime']"
criminal,1,,9.0,,57.0,Criminal,2004,"['Drama', 'Thriller', 'Comedy', 'Crime']"
criminal,2,6.3,7.6,,47.0,Criminal,2016,"['Action', 'Sci-Fi', 'Thriller']"
criminal activities,1,,6.9,,42.0,Criminal Activities,2015,"['Drama', 'Thriller', 'Crime']"
criminal law,1,,,,26.0,Criminal Law,1989,"['Drama', 'Mystery & Suspense']"
crimson gold,1,,,3.5,,Crimson Gold (Talaye sorgh),2003,['Drama']
crimson peak,1,6.5,7.5,3.5,55.0,Crimson Peak,2015,"['Drama', 'Horror', 'Mystery']"
crimson pirate,1,,,3.0,,"Crimson Pirate, The",1952,"['Adventure', 'Comedy']"
crimson rivers,1,,,3.5,,"Crimson Rivers, The (Rivières pourpres, Les)",2000,"['Crime', 'Drama', 'Mystery', 'Thriller']"
crimson rivers 2 angels of the apocalypse,1,,,2.5,,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",2004,"['Action', 'Crime', 'Thriller']"
crimson tide,1,7.3,7.7,3.6,83.0,Crimson Tide,1995,"['Action', 'Drama', 'Thriller']"
crip camp a disability revolution,1,,,,92.0,Crip Camp: A Disability Revolution,,['Documentary']
crippled avengers can que,1,,,5.0,,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),1981,"['Action', 'Adventure']"
crips and bloods made in america,1,,,,73.0,Crips and Bloods: Made in America,2008,"['Documentary', 'Special Interest']"
criss cross,1,,,,80.0,Criss Cross,1949,"['Classics', 'Drama', 'Mystery & Suspense']"
critical care,1,,,2.0,30.0,Critical Care,1997,"['Comedy', 'Drama']"
critical thinking,1,,,,85.0,Critical Thinking,2020,"['Comedy', 'Drama']"
critters,1,,6.0,3.0,45.0,Critters,1986,"['Sci-Fi', 'Horror', 'Comedy']"
critters 2 the main course,1,,,,36.0,Critters 2: The Main Course,1988,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
critters 3,1,,,,23.0,Critters 3,1991,"['Horror', 'Science Fiction & Fantasy']"
critters attack,1,,,,26.0,Critters Attack!,,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
crna macka beli macor,1,,,,95.0,"Crna macka, beli macor (Black Cat, White Cat)",1999,"['Art House & International', 'Comedy', 'Drama']"
crocodile dundee,1,6.6,7.3,3.2,59.0,Crocodile Dundee,1986,"['Action', 'Adventure', 'Comedy']"
crocodile dundee ii,1,5.7,5.3,2.5,38.0,Crocodile Dundee II,1988,"['Action', 'Adventure', 'Comedy']"
crocodile dundee in los angeles,1,,,2.2,25.0,Crocodile Dundee in Los Angeles,2001,"['Comedy', 'Drama']"
crocodile hunter collision course,1,,,2.5,,"Crocodile Hunter: Collision Course, The",2002,"['Adventure', 'Comedy']"
cromwell,1,,,,69.0,Cromwell,1970,"['Action & Adventure', 'Classics', 'Drama']"
cronos,1,,8.6,,69.0,Cronos,1994,"['Drama', 'Thriller', 'Horror', 'Comedy']"
croods,1,,,3.8,,"Croods, The",2013,"['Adventure', 'Animation', 'Comedy']"
crooked arrows,1,,4.2,,62.0,Crooked Arrows,2012,"['Drama', 'Sport']"
crooked house,1,,6.0,,56.0,Crooked House,2017,"['Drama', 'Mystery', 'Crime']"
crooklyn,1,,7.7,2.5,90.0,Crooklyn,1994,"['Drama', 'Comedy']"
cropsey,1,,6.3,,61.0,Cropsey,2010,"['Horror', 'Documentary']"
cross creek,1,,,,75.0,Cross Creek,1983,['Drama']
cross of iron,1,,,,87.0,Cross of Iron,1977,[]
crossfire,1,,,3.5,74.0,Crossfire,1947,"['Crime', 'Film-Noir']"
crossfire trail,1,,,,77.0,Crossfire Trail,2001,"['Action & Adventure', 'Television', 'Western']"
crossing arizona,1,,,,79.0,Crossing Arizona,2006,"['Documentary', 'Special Interest']"
crossing delancey,1,,,5.0,78.0,Crossing Delancey,1988,"['Comedy', 'Romance']"
crossing guard,1,,,3.3,,"Crossing Guard, The",1995,"['Action', 'Crime', 'Drama', 'Thriller']"
crossing over,1,,5.5,2.0,49.0,Crossing Over,2009,['Drama']
crossing the bridge sound of istanbul,1,,8.3,,,Crossing the Bridge: The Sound of Istanbul,2006,"['Music', 'Documentary']"
crossing the line,1,,,,85.0,Crossing the Line,2007,"['Art House & International', 'Documentary', 'Special Interest']"
crossover,1,,2.0,,59.0,Crossover,2006,"['Action', 'Sport']"
crossroads,1,,,3.0,82.0,Crossroads,1986,['Drama']
crossroads,2,,6.3,2.1,40.0,Crossroads,2002,"['Adventure', 'Drama', 'Comedy', 'Romance', 'Music']"
crossworlds,1,,,,41.0,Crossworlds,1996,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
crouching tiger hidden dragon,1,7.9,8.1,3.8,86.0,"Crouching Tiger, Hidden Dragon",2000,"['Action', 'Adventure', 'Drama']"
crouching tiger hidden dragon sword of destiny,1,,5.3,,,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"['Action', 'Adventure', 'Drama', 'Fantasy']"
croupier,1,,,4.0,,Croupier,1998,"['Crime', 'Drama']"
croupier,2,,6.8,,,Croupier,2000,"['Drama', 'Crime']"
crow,1,,,3.6,,"Crow, The",1994,"['Action', 'Crime', 'Fantasy', 'Thriller']"
crow city of angels,1,,,2.8,,"Crow: City of Angels, The",1996,"['Action', 'Thriller']"
crow salvation,1,,,2.5,,"Crow: Salvation, The",2000,"['Action', 'Horror']"
crow the wicked prayer,1,,,0.5,,"Crow, The: Wicked Prayer",2005,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
crown and anchor,1,,,,100.0,Crown and Anchor,2018,"['Art House & International', 'Drama']"
crown heights,1,,7.5,,77.0,Crown Heights,2017,"['Biography', 'Drama', 'Romance', 'Crime']"
crown vic,1,,,,73.0,Crown Vic,2019,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
crows zero,1,,,4.0,,Crows Zero (Kurôzu zero),2007,['Action']
crshd,1,,,,60.0,CRSHD,,['Comedy']
crucible,1,,,3.9,,"Crucible, The",1996,['Drama']
crude,1,,7.0,,85.0,Crude,2009,['Documentary']
cruel intentions,1,6.8,8.2,3.2,81.0,Cruel Intentions,1999,"['Drama', 'Romance']"
cruel intentions 2,1,,,,21.0,Cruel Intentions 2,2000,"['Comedy', 'Drama']"
cruel romance a,1,,,5.0,,"Cruel Romance, A (Zhestokij Romans)",1984,"['Drama', 'Romance']"
cruella,1,7.3,,,,Cruella,2021,"['Adventure', 'Comedy', 'Crime']"
cruise,1,,,4.2,,"Cruise, The",1998,['Documentary']
cruise,2,,,,71.0,Cruise,2018,['Drama']
cruising,1,,,,48.0,Cruising,1980,"['Drama', 'Mystery & Suspense']"
crumb,1,,8.4,4.2,89.0,Crumb,1994,"['Biography', 'Documentary']"
crush,1,,,2.2,,"Crush, The",1993,['Thriller']
crush,2,,,2.5,,Crush,2001,"['Comedy', 'Romance']"
crush the skull,1,,,,54.0,Crush The Skull,,"['Comedy', 'Horror', 'Mystery & Suspense']"
crusoe,1,,,,43.0,Crusoe,1988,"['Action & Adventure', 'Drama']"
cry baby,1,6.5,,3.8,77.0,Cry-Baby,1990,"['Comedy', 'Musical']"
cry freedom,1,,,,88.0,Cry Freedom,1987,"['Art House & International', 'Drama']"
cry in the dark a,1,,,3.8,,"Cry in the Dark, A",1988,['Drama']
cry of the owl,1,,,,20.0,Cry of the Owl,2009,"['Drama', 'Mystery & Suspense']"
cry the beloved country,1,,7.1,4.2,73.0,"Cry, the Beloved Country",1995,"['Drama', 'Thriller']"
cry_wolf,1,,8.7,2.2,51.0,Cry_Wolf,2005,"['Drama', 'Mystery', 'Thriller', 'Horror']"
crying game,1,,,3.4,,"Crying Game, The",1992,"['Drama', 'Romance', 'Thriller']"
crypto,1,,,,59.0,Crypto,2019,['Drama']
crystal fairy,1,,,,50.0,Crystal Fairy,2013,['Comedy']
crystal fairy the magical cactus,1,,5.8,,,Crystal Fairy & The Magical Cactus,2013,"['Adventure', 'Comedy']"
crystal fairy the magical cactus and 2012,1,,,3.5,,Crystal Fairy & the Magical Cactus and 2012,2013,"['Adventure', 'Comedy']"
crónicas,1,,,,77.0,Crónicas,2005,"['Drama', 'Mystery & Suspense']"
csa the confederate states of america,1,,,,56.0,CSA: The Confederate States of America,2005,"['Comedy', 'Documentary']"
csillagosok katonák,1,,,,86.0,"Csillagosok, katonák (The Red and The White)",1967,"['Art House & International', 'Drama']"
csny déjà vu,1,,5.4,,71.0,CSNY/Déjà Vu,2008,"['Music', 'Documentary']"
cthulhu,1,,,,28.0,Cthulhu,2008,['Horror']
cub,1,,,,33.0,Cub (Welp),,"['Action & Adventure', 'Art House & International', 'Drama', 'Horror']"
cuba and the cameraman,1,,,,93.0,Cuba And The Cameraman,2017,['Documentary']
cuban fury,1,,8.3,,43.0,Cuban Fury,2014,['Comedy']
cubby,1,,,,56.0,Cubby,2019,"['Comedy', 'Drama']"
cube,1,,7.3,3.4,76.0,Cube,1997,"['Sci-Fi', 'Drama', 'Mystery', 'Thriller', 'Horror']"
cube 2 hypercube,1,,,3.8,35.0,Cube 2: Hypercube,2002,"['Horror', 'Mystery', 'Sci-Fi']"
cube zero,1,,,2.7,,Cube Zero,2004,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
cuck,1,,,,65.0,Cuck,2019,['Mystery & Suspense']
cuckoo,1,,,3.5,,"Cuckoo, The (Kukushka)",2002,"['Comedy', 'Drama', 'War']"
cujo,1,,6.8,2.2,45.0,Cujo,1983,"['Thriller', 'Horror']"
cult of chucky,1,,,,46.0,Cult of Chucky,,['Horror']
culture high,1,,,3.0,,"Culture High, The",2014,['Documentary']
cunningham,1,,,,88.0,Cunningham,2019,['Documentary']
cup,1,,,4.5,,"Cup, The (Phörpa)",1999,['Comedy']
cupcakes,1,,,,62.0,Cupcakes,2015,['Comedy']
curdled,1,,,,58.0,Curdled,1996,"['Comedy', 'Drama', 'Mystery & Suspense']"
cure,1,,,3.0,,"Cure, The",1995,['Drama']
cure,2,,,4.5,,Cure,1997,"['Crime', 'Horror', 'Thriller']"
cure,3,,8.2,,,Cure,2001,"['Mystery', 'Thriller', 'Horror', 'Crime']"
curious case of benjamin button,1,,,3.6,,"Curious Case of Benjamin Button, The",2008,"['Drama', 'Fantasy', 'Mystery', 'Romance']"
curious george,1,,7.1,3.5,69.0,Curious George,2006,"['Adventure', 'Comedy', 'Animation', 'Family']"
curly sue,1,,,2.3,50.0,Curly Sue,1991,"['Comedy', 'Drama']"
curse of chucky,1,,,,56.0,Curse of Chucky,,['Horror']
curse of frankenstein,1,,,3.0,,"Curse of Frankenstein, The",1957,['Horror']
curse of the demon,1,,,,85.0,Curse of the Demon,1958,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
curse of the golden flower,1,,7.5,2.5,65.0,Curse of the Golden Flower,2006,"['Action', 'Drama', 'Romance']"
curse of the jade scorpion,1,,,2.5,,"Curse of the Jade Scorpion, The",2001,['Comedy']
curse of the pink panther,1,,,,24.0,Curse of the Pink Panther,1983,"['Comedy', 'Mystery & Suspense']"
cursed,1,,9.0,2.2,30.0,Cursed,2005,"['Thriller', 'Fantasy', 'Horror', 'Comedy']"
curtains,1,,,,39.0,Curtains,1983,"['Drama', 'Horror', 'Mystery & Suspense']"
curtiz,1,,,,64.0,Curtiz,,['Drama']
curvature,1,,,,54.0,Curvature,2018,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
custer of the west,1,,,,32.0,Custer of the West,1967,"['Action & Adventure', 'Western']"
custody,1,,7.7,,,Custody,2018,['Drama']
cut,1,,,,25.0,Cut,2000,"['Art House & International', 'Horror']"
cut bank,1,,6.5,,29.0,Cut Bank,2015,['Thriller']
cut shoot kill,1,,,,50.0,Cut Shoot Kill,,['Horror']
cut sleeve boys,1,,,,49.0,Cut Sleeve Boys,2007,"['Comedy', 'Drama', 'Gay & Lesbian']"
cut snake,1,,,,46.0,Cut Snake,,['Mystery & Suspense']
cutie and the boxer,1,,7.7,,75.0,Cutie and the Boxer,2013,['Documentary']
cutter s way,1,,,3.0,70.0,Cutter's Way,1981,"['Drama', 'Thriller']"
cutthroat island,1,,6.0,3.0,40.0,Cutthroat Island,1995,"['Action', 'Adventure', 'Comedy']"
cutting class,1,,,,22.0,Cutting Class,1989,"['Comedy', 'Drama', 'Horror']"
cutting edge,1,,,2.8,,"Cutting Edge, The",1992,"['Comedy', 'Drama', 'Romance']"
cyber seniors,1,,,,58.0,Cyber-Seniors,2014,"['Comedy', 'Documentary', 'Drama', 'Special Interest']"
cyborg,1,,,0.5,,Cyborg,1989,"['Action', 'Sci-Fi']"
cymbeline,1,,4.0,,14.0,Cymbeline,2015,['Drama']
cypher,1,,,,65.0,Cypher,2002,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
cyrano de bergerac,1,,,,81.0,Cyrano de Bergerac,1950,"['Classics', 'Drama', 'Romance']"
cyrano de bergerac,2,,,4.1,,Cyrano de Bergerac,1990,"['Comedy', 'Drama', 'Romance']"
cyrus,1,,6.2,2.5,53.0,Cyrus,2010,['Comedy']
cézanne et moi,1,,5.4,,,Cézanne et Moi,2017,"['Biography', 'Drama']"
d a r y l,1,,,2.0,54.0,D.A.R.Y.L.,1985,"['Adventure', 'Children', 'Sci-Fi']"
d c cab,1,,,,53.0,D.C. Cab,1983,['Comedy']
d e b s,1,,6.5,2.8,55.0,D.E.B.S.,2004,"['Action', 'Comedy', 'Romance']"
d o a,1,,,2.5,,D.O.A.,1950,"['Drama', 'Film-Noir', 'Mystery']"
d o a,2,,,3.5,,D.O.A.,1988,"['Film-Noir', 'Mystery', 'Thriller']"
d tox,1,,,,28.0,D-Tox (Eye See You),2002,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
d2 the mighty ducks,1,,,2.6,59.0,D2: The Mighty Ducks,1994,"['Children', 'Comedy']"
d3 the mighty ducks,1,,,2.2,45.0,D3: The Mighty Ducks,1996,"['Children', 'Comedy']"
da geht noch was,1,,,3.5,,Da geht noch was!,2013,"['Comedy', 'Drama', 'Romance']"
da sweet blood of jesus,1,,5.3,3.2,19.0,Da Sweet Blood of Jesus,2014,"['Thriller', 'Comedy', 'Romance']"
da uomo a death rides horse,1,,,,71.0,Da uomo a uomo (Death Rides A Horse) (As Man to Man),1967,"['Art House & International', 'Classics', 'Drama', 'Western']"
da vinci code,1,,,3.1,,"Da Vinci Code, The",2006,"['Drama', 'Mystery', 'Thriller']"
daai si gin,1,,,,65.0,Daai si gin (Breaking News),2006,"['Action & Adventure', 'Drama']"
dabangg,1,,,,60.0,Dabangg,2010,['Action & Adventure']
dad,1,,,4.0,60.0,Dad,1989,['Drama']
dad s army,1,,,4.5,,Dad's Army,1971,['Comedy']
dad s army,2,,5.9,2.0,36.0,Dad's Army,2016,['Comedy']
daddy day camp,1,,1.9,0.5,38.0,Daddy Day Camp,2007,"['Comedy', 'Family']"
daddy day care,1,5.6,5.6,2.3,48.0,Daddy Day Care,2003,"['Comedy', 'Family']"
daddy i m a zombie,1,,,4.0,,"Daddy, I'm A Zombie",2012,"['Animation', 'Comedy', 'Fantasy']"
daddy issues,1,,,,0.0,Daddy Issues,2020,['Comedy']
daddy long legs,1,,,2.0,,Daddy Long Legs,1919,"['Comedy', 'Drama']"
daddy longlegs,1,,,,52.0,Daddy Longlegs,2010,"['Comedy', 'Drama']"
daddy s home,1,6.2,7.7,2.7,49.0,Daddy's Home,2015,"['Comedy', 'Family']"
daddy s home 2,1,6.0,5.6,4.0,50.0,Daddy's Home 2,2017,['Comedy']
daddy s little girls,1,,5.5,,81.0,Daddy's Little Girls,2007,"['Drama', 'Romance']"
daffodils,1,,,,60.0,Daffodils,,"['Drama', 'Musical & Performing Arts', 'Romance']"
daffy duck s quackbusters,1,,,2.0,,Daffy Duck's Quackbusters,1988,"['Animation', 'Children', 'Comedy', 'Horror']"
dagon,1,,,,56.0,Dagon,,"['Drama', 'Horror']"
daguerrotype,1,,,,50.0,Daguerrotype (Le secret de la chambre noire),,"['Art House & International', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
dahmer,1,,7.1,,40.0,Dahmer,2002,"['Biography', 'Drama', 'Thriller', 'Horror', 'Crime']"
dai nipponjin,1,,,,54.0,Dai-Nipponjin (Big Man Japan),2009,"['Art House & International', 'Comedy']"
dai si gin,1,,4.0,,,Dai si gin,2006,"['Action', 'Drama', 'Crime']"
daikaijû gamera,1,,,,31.0,Daikaijû Gamera (The Giant Monster Gamera),1965,"['Art House & International', 'Science Fiction & Fantasy']"
daisy kenyon,1,,,,58.0,Daisy Kenyon,1947,"['Classics', 'Drama', 'Romance']"
daisy miller,1,,,,29.0,Daisy Miller,1974,"['Classics', 'Drama', 'Romance']"
daleks invasion earth 2150 a d,1,,,,53.0,Daleks - Invasion Earth 2150 A.D.,1966,"['Action & Adventure', 'Science Fiction & Fantasy', 'Television']"
dalida,1,,,,88.0,Dalida,2017,"['Drama', 'Romance']"
dallas 362,1,,7.8,,,Dallas 362,2005,['Drama']
dallas buyers club,1,7.9,8.2,4.0,91.0,Dallas Buyers Club,2013,"['Biography', 'Drama']"
daltry calhoun,1,,7.7,,39.0,Daltry Calhoun,2005,"['Drama', 'Comedy']"
dam busters,1,,,4.0,,"Dam Busters, The",1955,"['Action', 'Drama', 'War']"
damage,1,,,4.0,,Damage (Fatale),1992,['Drama']
damage,2,,,,73.0,Damage,,['Drama']
damascus cover,1,,6.7,,59.0,Damascus Cover,2018,"['Action', 'Mystery', 'Thriller']"
dames,1,,,,65.0,Dames,1934,"['Musical & Performing Arts', 'Romance']"
damien omen ii,1,,,2.9,49.0,Damien: Omen II,1978,['Horror']
damn the defiant,1,,,,62.0,Damn the Defiant!,1962,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']"
damn yankees,1,,,3.5,69.0,Damn Yankees!,1958,"['Comedy', 'Musical']"
damnation alley,1,,,,34.0,Damnation Alley,1977,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
damned,1,,,3.5,,"Damned, The (La Caduta degli dei)",1969,"['Drama', 'War']"
damned united,1,,,4.2,,"Damned United, The",2009,['Drama']
dampfnudelblues,1,,,2.5,,Dampfnudelblues,2013,"['Comedy', 'Crime']"
damsel,1,,5.2,,55.0,Damsel,2018,"['Drama', 'Comedy', 'Western']"
damsels in distress,1,,5.6,2.2,39.0,Damsels in Distress,2011,"['Drama', 'Comedy', 'Romance']"
dan in real life,1,6.8,6.6,3.4,69.0,Dan in Real Life,2007,"['Comedy', 'Drama', 'Romance']"
dana carvey squatting monkeys tell no lies,1,,,,20.0,Dana Carvey - Squatting Monkeys Tell No Lies,,['Comedy']
dana carvey straight white male 60,1,,,4.5,,"Dana Carvey: Straight White Male, 60",2016,['Comedy']
dance academy the comeback,1,,,,81.0,Dance Academy: The Comeback,2018,['Drama']
dance flick,1,,4.0,,30.0,Dance Flick,2009,"['Action', 'Comedy', 'Music']"
dance girl,1,,,,65.0,"Dance, Girl, Dance",1940,"['Classics', 'Comedy', 'Drama']"
dance me outside,1,,,,91.0,Dance Me Outside,1994,['Drama']
dance of reality,1,,,3.5,,"Dance of Reality, The (Danza de la realidad, La)",2013,"['Drama', 'Fantasy']"
dance of the dead,1,,,3.5,51.0,Dance of the Dead,2008,"['Adventure', 'Comedy', 'Horror']"
dance with me,1,,,,67.0,Dance with Me,1998,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
dancemaker,1,,,1.0,,Dancemaker,1998,['Documentary']
dancer,1,,,,86.0,Dancer,2016,['Documentary']
dancer in the dark,1,7.9,8.7,4.0,91.0,Dancer in the Dark,2000,"['Crime', 'Drama', 'Musical']"
dancer texas pop 81,1,,,3.0,72.0,"Dancer, Texas Pop. 81",1998,"['Comedy', 'Drama']"
dancer upstairs,1,,,3.8,,"Dancer Upstairs, The",2002,"['Crime', 'Drama', 'Thriller']"
dances with wolves,1,8.0,8.6,3.8,87.0,Dances with Wolves,1990,"['Adventure', 'Drama', 'Western']"
dancing across borders,1,,,,70.0,Dancing Across Borders,2010,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
dancing at lughnasa,1,,,,58.0,Dancing at Lughnasa,1998,"['Art House & International', 'Drama']"
dancing at the blue iguana,1,,7.7,,42.0,Dancing at the Blue Iguana,2000,"['Drama', 'Mystery']"
dancing in jaffa,1,,,,73.0,Dancing In Jaffa,2014,"['Documentary', 'Musical & Performing Arts']"
dancing lady,1,,,,69.0,Dancing Lady,1933,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
dandelion,1,,5.7,,,Dandelion,2005,"['Drama', 'Romance']"
dane cook troublemaker,1,,,4.0,,Dane Cook: Troublemaker,2014,['Comedy']
danger close,1,,,,81.0,Danger Close,2017,['Documentary']
danger close,2,,,,71.0,Danger Close,2019,"['Action & Adventure', 'Drama']"
danger diabolik,1,,,,71.0,Danger: Diabolik,1968,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Special Interest']"
dangerous,1,,,,61.0,Dangerous,1935,"['Classics', 'Drama']"
dangerous beauty,1,,,4.2,86.0,Dangerous Beauty,1998,['Drama']
dangerous game,1,,,,45.0,Dangerous Game,1993,['Drama']
dangerous ground,1,,,3.0,,Dangerous Ground,1997,['Drama']
dangerous ishhq,1,,,,31.0,Dangerous Ishhq,2012,"['Horror', 'Mystery & Suspense']"
dangerous liaisons,1,7.6,7.7,4.0,83.0,Dangerous Liaisons,1988,"['Drama', 'Romance']"
dangerous liaisons,2,,,,54.0,Dangerous Liaisons,2012,"['Art House & International', 'Drama']"
dangerous lies,1,,,,22.0,Dangerous Lies (Windfall),,['Drama']
dangerous lives of altar boys,1,,,3.5,,"Dangerous Lives of Altar Boys, The",2002,['Drama']
dangerous method a,1,,,3.0,,"Dangerous Method, A",2011,"['Drama', 'Thriller']"
dangerous minds,1,6.5,6.6,3.2,64.0,Dangerous Minds,1995,"['Biography', 'Drama']"
daniel,1,,,,56.0,Daniel,1983,"['Art House & International', 'Drama', 'Mystery & Suspense']"
daniel ana,1,,,,89.0,Daniel & Ana,2010,"['Drama', 'Mystery & Suspense']"
daniel isn t real,1,,,,56.0,Daniel Isn't Real,2019,"['Horror', 'Mystery & Suspense']"
danika,1,,,,32.0,Danika,2006,"['Drama', 'Horror', 'Mystery & Suspense']"
danny collins,1,,6.6,4.5,73.0,Danny Collins,2015,"['Drama', 'Comedy', 'Music']"
danny deckchair,1,,6.7,3.2,77.0,Danny Deckchair,2003,"['Comedy', 'Romance']"
danny says,1,,,,51.0,Danny Says,2016,['Documentary']
dante s inferno an animated epic,1,,,3.0,,Dante's Inferno: An Animated Epic,2010,"['Action', 'Animation', 'Fantasy']"
dante s peak,1,6.0,5.9,2.6,38.0,Dante's Peak,1997,"['Action', 'Adventure', 'Thriller']"
dara of jasenovac,1,8.1,,,,Dara of Jasenovac,2020,"['Drama', 'War']"
darby o gill and the little people,1,,,2.8,77.0,Darby O'Gill and the Little People,1959,"['Adventure', 'Children', 'Fantasy']"
dare,1,,5.9,,34.0,Dare,2009,['Drama']
daredevil,1,5.3,8.1,2.5,35.0,Daredevil,2003,"['Action', 'Crime']"
darfur now,1,,,,73.0,Darfur Now,2007,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
